s (1,1) 23
(134,39) (133,39) 103
(134,39) (135,39) 138
(135,39) (134,39) 52
(135,39) (136,39) 102
(136,39) (135,39) 103
(136,39) (137,39) 136
(137,39) (136,39) 61
(137,39) (138,39) 30
(138,39) (137,39) 110
(138,39) (139,39) 111
(139,39) (138,39) 50
(139,39) (140,39) 5
(140,39) (139,39) 41
(140,39) (141,39) 16
(141,39) (140,39) 6
(141,39) (142,39) 108
(142,39) (141,39) 1
(142,39) (143,39) 63
(143,39) (142,39) 127
(143,39) (144,39) 54
(144,39) (143,39) 135
(144,39) (145,39) 71
(145,39) (144,39) 54
(145,39) (146,39) 123
(146,39) (145,39) 147
(146,39) (147,39) 75
(147,39) (146,39) 11
(147,39) (148,39) 69
(148,39) (147,39) 145
(148,39) (149,39) 93
(149,39) (148,39) 138
(149,39) (150,39) 121
(150,39) (149,39) 20
(150,39) (151,39) 70
(151,39) (150,39) 101
(151,39) (152,39) 78
(152,39) (151,39) 40
(152,39) (153,39) 79
(153,39) (152,39) 92
(153,39) (154,39) 115
(154,39) (153,39) 67
(154,39) (155,39) 99
(155,39) (154,39) 147
(155,39) (156,39) 49
(156,39) (155,39) 83
(156,39) (157,39) 1
(157,39) (156,39) 3
(157,39) (158,39) 101
(158,39) (157,39) 50
(158,39) (159,39) 108
(159,39) (158,39) 112
(159,39) (160,39) 123
(160,39) (159,39) 36
(160,39) (161,39) 131
(161,39) (160,39) 35
(161,39) (162,39) 134
(162,39) (161,39) 110
(162,39) (163,39) 35
(163,39) (162,39) 149
(163,39) (164,39) 28
(164,39) (163,39) 87
(164,39) (165,39) 65
(165,39) (164,39) 35
(165,39) (166,39) 38
(166,39) (165,39) 63
(166,39) (167,39) 149
(167,39) (166,39) 28
(167,39) (168,39) 35
(168,39) (167,39) 46
(168,39) (169,39) 11
(169,39) (168,39) 150
(169,39) (170,39) 97
(170,39) (169,39) 75
(1,40) (2,40) 123
(2,40) (1,40) 14
(2,40) (3,40) 7
(3,40) (2,40) 117
(3,40) (4,40) 113
(4,40) (3,40) 8
(4,40) (5,40) 35
(5,40) (4,40) 134
(5,40) (6,40) 36
(6,40) (5,40) 4
(6,40) (7,40) 131
(7,40) (6,40) 131
(7,40) (8,40) 120
(8,40) (7,40) 141
(8,40) (9,40) 88
(9,40) (8,40) 73
(9,40) (10,40) 11
(10,40) (9,40) 32
(10,40) (11,40) 38
(11,40) (10,40) 75
(11,40) (12,40) 135
(12,40) (11,40) 129
(12,40) (13,40) 94
(13,40) (12,40) 16
(13,40) (14,40) 128
(14,40) (13,40) 23
(14,40) (15,40) 15
(15,40) (14,40) 108
(15,40) (16,40) 66
(16,40) (15,40) 123
(16,40) (17,40) 96
(17,40) (16,40) 71
(17,40) (18,40) 106
(18,40) (17,40) 97
(18,40) (19,40) 80
(19,40) (18,40) 12
(19,40) (20,40) 6
(20,40) (19,40) 47
(20,40) (21,40) 120
(21,40) (20,40) 110
(21,40) (22,40) 105
(22,40) (21,40) 97
(22,40) (23,40) 145
(23,40) (22,40) 28
(23,40) (24,40) 105
(24,40) (23,40) 147
(24,40) (25,40) 114
(25,40) (24,40) 70
(25,40) (26,40) 56
(26,40) (25,40) 72
(26,40) (27,40) 32
(27,40) (26,40) 105
(27,40) (28,40) 111
(28,40) (27,40) 148
(28,40) (29,40) 94
(29,40) (28,40) 46
(29,40) (30,40) 145
(30,40) (29,40) 89
(30,40) (31,40) 81
(31,40) (30,40) 66
(31,40) (32,40) 115
(32,40) (31,40) 104
(32,40) (33,40) 149
(33,40) (32,40) 83
(33,40) (34,40) 88
(34,40) (33,40) 36
(34,40) (35,40) 147
(35,40) (34,40) 134
(35,40) (36,40) 118
(36,40) (35,40) 39
(36,40) (37,40) 108
(37,40) (36,40) 82
(37,40) (38,40) 110
(38,40) (37,40) 35
(38,40) (39,40) 1
(39,40) (38,40) 141
(39,40) (40,40) 120
(40,40) (39,40) 73
(40,40) (41,40) 148
(41,40) (40,40) 111
(41,40) (42,40) 41
(42,40) (41,40) 54
(42,40) (43,40) 45
(43,40) (42,40) 147
(43,40) (44,40) 95
(44,40) (43,40) 120
(44,40) (45,40) 145
(45,40) (44,40) 84
(45,40) (46,40) 70
(46,40) (45,40) 81
(46,40) (47,40) 54
(47,40) (46,40) 137
(47,40) (48,40) 142
(48,40) (47,40) 49
(48,40) (49,40) 46
(49,40) (48,40) 108
(49,40) (50,40) 34
(50,40) (49,40) 61
(50,40) (51,40) 140
(51,40) (50,40) 138
(51,40) (52,40) 75
(52,40) (51,40) 135
(52,40) (53,40) 70
(53,40) (52,40) 140
(53,40) (54,40) 97
(54,40) (53,40) 25
(54,40) (55,40) 38
(55,40) (54,40) 57
(55,40) (56,40) 135
(56,40) (55,40) 87
(56,40) (57,40) 59
(57,40) (56,40) 11
(57,40) (58,40) 113
(58,40) (57,40) 143
(58,40) (59,40) 11
(59,40) (58,40) 76
(59,40) (60,40) 23
(60,40) (59,40) 129
(60,40) (61,40) 73
(61,40) (60,40) 26
(61,40) (62,40) 18
(62,40) (61,40) 145
(62,40) (63,40) 78
(63,40) (62,40) 134
(63,40) (64,40) 99
(64,40) (63,40) 36
(64,40) (65,40) 139
(65,40) (64,40) 142
(65,40) (66,40) 47
(66,40) (65,40) 135
(66,40) (67,40) 130
(67,40) (66,40) 109
(67,40) (68,40) 69
(68,40) (67,40) 141
(68,40) (69,40) 80
(69,40) (68,40) 130
(69,40) (70,40) 127
(70,40) (69,40) 148
(70,40) (71,40) 107
(71,40) (70,40) 112
(71,40) (72,40) 104
(72,40) (71,40) 22
(72,40) (73,40) 148
(73,40) (72,40) 120
(73,40) (74,40) 10
(74,40) (73,40) 19
(74,40) (75,40) 95
(75,40) (74,40) 83
(75,40) (76,40) 127
(76,40) (75,40) 37
(76,40) (77,40) 134
(77,40) (76,40) 80
(77,40) (78,40) 89
(78,40) (77,40) 74
(78,40) (79,40) 36
(79,40) (78,40) 102
(79,40) (80,40) 114
(80,40) (79,40) 114
(80,40) (81,40) 20
(81,40) (80,40) 2
(81,40) (82,40) 30
(82,40) (81,40) 78
(82,40) (83,40) 112
(83,40) (82,40) 48
(83,40) (84,40) 103
(84,40) (83,40) 53
(84,40) (85,40) 84
(85,40) (84,40) 128
(85,40) (86,40) 3
(86,40) (85,40) 143
(86,40) (87,40) 126
(87,40) (86,40) 96
(87,40) (88,40) 87
(88,40) (87,40) 114
(88,40) (89,40) 126
(89,40) (88,40) 137
(89,40) (90,40) 51
(90,40) (89,40) 108
(90,40) (91,40) 140
(91,40) (90,40) 31
(91,40) (92,40) 79
(92,40) (91,40) 65
(92,40) (93,40) 82
(93,40) (92,40) 78
(93,40) (94,40) 27
(94,40) (93,40) 77
(94,40) (95,40) 93
(95,40) (94,40) 11
(95,40) (96,40) 23
(96,40) (95,40) 55
(96,40) (97,40) 91
(97,40) (96,40) 81
(97,40) (98,40) 66
(98,40) (97,40) 67
(98,40) (99,40) 104
(99,40) (98,40) 90
(99,40) (100,40) 5
(100,40) (99,40) 39
(100,40) (101,40) 114
(101,40) (100,40) 108
(101,40) (102,40) 11
(102,40) (101,40) 107
(102,40) (103,40) 110
(103,40) (102,40) 86
(103,40) (104,40) 145
(104,40) (103,40) 74
(104,40) (105,40) 83
(105,40) (104,40) 100
(105,40) (106,40) 73
(106,40) (105,40) 141
(106,40) (107,40) 31
(107,40) (106,40) 110
(107,40) (108,40) 14
(108,40) (107,40) 147
(108,40) (109,40) 61
(109,40) (108,40) 94
(109,40) (110,40) 61
(110,40) (109,40) 24
(110,40) (111,40) 45
(111,40) (110,40) 23
(111,40) (112,40) 57
(112,40) (111,40) 128
(112,40) (113,40) 29
(113,40) (112,40) 137
(113,40) (114,40) 33
(114,40) (113,40) 2
(114,40) (115,40) 43
(115,40) (114,40) 70
(115,40) (116,40) 57
(116,40) (115,40) 74
(116,40) (117,40) 59
(117,40) (116,40) 106
(117,40) (118,40) 118
(118,40) (117,40) 36
(118,40) (119,40) 60
(119,40) (118,40) 52
(119,40) (120,40) 73
(120,40) (119,40) 82
(120,40) (121,40) 17
(121,40) (120,40) 65
(121,40) (122,40) 71
(122,40) (121,40) 103
(122,40) (123,40) 120
(123,40) (122,40) 105
(123,40) (124,40) 50
(124,40) (123,40) 89
(124,40) (125,40) 90
(125,40) (124,40) 21
(125,40) (126,40) 48
(126,40) (125,40) 97
(126,40) (127,40) 107
(127,40) (126,40) 37
(127,40) (128,40) 90
(128,40) (127,40) 54
(128,40) (129,40) 99
(129,40) (128,40) 38
(129,40) (130,40) 46
(130,40) (129,40) 145
(130,40) (131,40) 102
(131,40) (130,40) 93
(131,40) (132,40) 113
(132,40) (131,40) 19
(132,40) (133,40) 23
(133,40) (132,40) 75
(133,40) (134,40) 129
(134,40) (133,40) 41
(134,40) (135,40) 55
(135,40) (134,40) 19
(135,40) (136,40) 91
(136,40) (135,40) 32
(136,40) (137,40) 150
(137,40) (136,40) 88
(137,40) (138,40) 106
(138,40) (137,40) 2
(138,40) (139,40) 30
(139,40) (138,40) 70
(139,40) (140,40) 21
(140,40) (139,40) 136
(140,40) (141,40) 64
(141,40) (140,40) 148
(141,40) (142,40) 124
(142,40) (141,40) 63
(142,40) (143,40) 26
(143,40) (142,40) 100
(143,40) (144,40) 16
(144,40) (143,40) 115
(144,40) (145,40) 23
(145,40) (144,40) 26
(145,40) (146,40) 27
(146,40) (145,40) 138
(146,40) (147,40) 85
(147,40) (146,40) 70
(147,40) (148,40) 7
(148,40) (147,40) 52
(148,40) (149,40) 36
(149,40) (148,40) 86
(149,40) (150,40) 13
(150,40) (149,40) 140
(150,40) (151,40) 77
(151,40) (150,40) 85
(151,40) (152,40) 29
(152,40) (151,40) 33
(152,40) (153,40) 23
(153,40) (152,40) 113
(153,40) (154,40) 36
(154,40) (153,40) 149
(154,40) (155,40) 132
(155,40) (154,40) 100
(155,40) (156,40) 58
(156,40) (155,40) 118
(156,40) (157,40) 61
(157,40) (156,40) 19
(157,40) (158,40) 135
(158,40) (157,40) 149
(158,40) (159,40) 101
(159,40) (158,40) 116
(159,40) (160,40) 69
(160,40) (159,40) 133
(160,40) (161,40) 46
(161,40) (160,40) 99
(161,40) (162,40) 48
(162,40) (161,40) 28
(162,40) (163,40) 11
(163,40) (162,40) 74
(163,40) (164,40) 107
(164,40) (163,40) 106
(164,40) (165,40) 49
(165,40) (164,40) 137
(165,40) (166,40) 23
(166,40) (165,40) 30
(166,40) (167,40) 9
(167,40) (166,40) 33
(167,40) (168,40) 71
(168,40) (167,40) 21
(168,40) (169,40) 108
(169,40) (168,40) 46
(169,40) (170,40) 54
(170,40) (169,40) 35
(1,41) (2,41) 58
(2,41) (1,41) 17
(2,41) (3,41) 39
(3,41) (2,41) 39
(3,41) (4,41) 63
(4,41) (3,41) 113
(4,41) (5,41) 78
(5,41) (4,41) 13
(5,41) (6,41) 107
(6,41) (5,41) 69
(6,41) (7,41) 75
(7,41) (6,41) 130
(7,41) (8,41) 83
(8,41) (7,41) 134
(8,41) (9,41) 77
(9,41) (8,41) 135
(9,41) (10,41) 125
(10,41) (9,41) 118
(10,41) (11,41) 73
(11,41) (10,41) 49
(11,41) (12,41) 44
(12,41) (11,41) 93
(12,41) (13,41) 46
(13,41) (12,41) 94
(13,41) (14,41) 104
(14,41) (13,41) 87
(14,41) (15,41) 90
(15,41) (14,41) 17
(15,41) (16,41) 109
(16,41) (15,41) 65
(16,41) (17,41) 146
(17,41) (16,41) 140
(17,41) (18,41) 131
(18,41) (17,41) 96
(18,41) (19,41) 87
(19,41) (18,41) 141
(19,41) (20,41) 30
(20,41) (19,41) 113
(20,41) (21,41) 143
(21,41) (20,41) 142
(21,41) (22,41) 10
(22,41) (21,41) 124
(22,41) (23,41) 49
(23,41) (22,41) 145
(23,41) (24,41) 95
(24,41) (23,41) 12
(24,41) (25,41) 114
(25,41) (24,41) 21
(25,41) (26,41) 87
(26,41) (25,41) 141
(26,41) (27,41) 96
(27,41) (26,41) 63
(27,41) (28,41) 125
(28,41) (27,41) 15
(28,41) (29,41) 45
(29,41) (28,41) 66
(29,41) (30,41) 146
(30,41) (29,41) 72
(30,41) (31,41) 48
(31,41) (30,41) 110
(31,41) (32,41) 141
(32,41) (31,41) 88
(32,41) (33,41) 118
(33,41) (32,41) 76
(33,41) (34,41) 70
(34,41) (33,41) 66
(34,41) (35,41) 28
(35,41) (34,41) 138
(35,41) (36,41) 136
(36,41) (35,41) 23
(36,41) (37,41) 34
(37,41) (36,41) 103
(37,41) (38,41) 134
(38,41) (37,41) 10
(38,41) (39,41) 29
(39,41) (38,41) 127
(39,41) (40,41) 142
(40,41) (39,41) 123
(40,41) (41,41) 2
(41,41) (40,41) 98
(41,41) (42,41) 46
(42,41) (41,41) 68
(42,41) (43,41) 92
(43,41) (42,41) 39
(43,41) (44,41) 11
(44,41) (43,41) 117
(44,41) (45,41) 128
(45,41) (44,41) 103
(45,41) (46,41) 138
(46,41) (45,41) 23
(46,41) (47,41) 134
(47,41) (46,41) 72
(47,41) (48,41) 120
(48,41) (47,41) 78
(48,41) (49,41) 144
(49,41) (48,41) 108
(49,41) (50,41) 89
(50,41) (49,41) 94
(50,41) (51,41) 4
(51,41) (50,41) 80
(51,41) (52,41) 60
(52,41) (51,41) 88
(52,41) (53,41) 120
(53,41) (52,41) 26
(53,41) (54,41) 136
(54,41) (53,41) 90
(54,41) (55,41) 98
(55,41) (54,41) 42
(55,41) (56,41) 124
(56,41) (55,41) 7
(56,41) (57,41) 119
(57,41) (56,41) 143
(57,41) (58,41) 47
(58,41) (57,41) 38
(58,41) (59,41) 133
(59,41) (58,41) 47
(59,41) (60,41) 126
(60,41) (59,41) 32
(60,41) (61,41) 12
(61,41) (60,41) 105
(61,41) (62,41) 3
(62,41) (61,41) 89
(62,41) (63,41) 106
(63,41) (62,41) 3
(63,41) (64,41) 56
(64,41) (63,41) 79
(64,41) (65,41) 122
(65,41) (64,41) 83
(65,41) (66,41) 51
(66,41) (65,41) 49
(66,41) (67,41) 13
(67,41) (66,41) 78
(67,41) (68,41) 44
(68,41) (67,41) 24
(68,41) (69,41) 87
(69,41) (68,41) 29
(69,41) (70,41) 109
(70,41) (69,41) 76
(70,41) (71,41) 85
(71,41) (70,41) 4
(71,41) (72,41) 62
(72,41) (71,41) 96
(72,41) (73,41) 46
(73,41) (72,41) 101
(73,41) (74,41) 148
(74,41) (73,41) 95
(74,41) (75,41) 82
(75,41) (74,41) 26
(75,41) (76,41) 132
(76,41) (75,41) 144
(76,41) (77,41) 60
(77,41) (76,41) 48
(77,41) (78,41) 81
(78,41) (77,41) 85
(78,41) (79,41) 138
(79,41) (78,41) 13
(79,41) (80,41) 94
(80,41) (79,41) 70
(80,41) (81,41) 139
(81,41) (80,41) 147
(81,41) (82,41) 49
(82,41) (81,41) 90
(82,41) (83,41) 12
(83,41) (82,41) 96
(83,41) (84,41) 1
(84,41) (83,41) 21
(84,41) (85,41) 148
(85,41) (84,41) 51
(85,41) (86,41) 22
(86,41) (85,41) 15
(86,41) (87,41) 127
(87,41) (86,41) 116
(87,41) (88,41) 130
(88,41) (87,41) 127
(88,41) (89,41) 74
(89,41) (88,41) 97
(89,41) (90,41) 60
(90,41) (89,41) 146
(90,41) (91,41) 15
(91,41) (90,41) 74
(91,41) (92,41) 112
(92,41) (91,41) 53
(92,41) (93,41) 119
(93,41) (92,41) 56
(93,41) (94,41) 5
(94,41) (93,41) 104
(94,41) (95,41) 71
(95,41) (94,41) 127
(95,41) (96,41) 68
(96,41) (95,41) 99
(96,41) (97,41) 81
(97,41) (96,41) 15
(97,41) (98,41) 94
(98,41) (97,41) 94
(98,41) (99,41) 127
(99,41) (98,41) 136
(99,41) (100,41) 81
(100,41) (99,41) 70
(100,41) (101,41) 87
(101,41) (100,41) 141
(101,41) (102,41) 108
(102,41) (101,41) 77
(102,41) (103,41) 49
(103,41) (102,41) 48
(103,41) (104,41) 12
(104,41) (103,41) 70
(104,41) (105,41) 19
(105,41) (104,41) 123
(105,41) (106,41) 64
(106,41) (105,41) 147
(106,41) (107,41) 92
(107,41) (106,41) 17
(107,41) (108,41) 50
(108,41) (107,41) 107
(108,41) (109,41) 76
(109,41) (108,41) 33
(109,41) (110,41) 84
(110,41) (109,41) 9
(110,41) (111,41) 2
(111,41) (110,41) 132
(111,41) (112,41) 92
(112,41) (111,41) 99
(112,41) (113,41) 129
(113,41) (112,41) 93
(113,41) (114,41) 42
(114,41) (113,41) 102
(114,41) (115,41) 35
(115,41) (114,41) 74
(115,41) (116,41) 110
(116,41) (115,41) 41
(116,41) (117,41) 61
(117,41) (116,41) 23
(117,41) (118,41) 103
(118,41) (117,41) 71
(118,41) (119,41) 89
(119,41) (118,41) 52
(119,41) (120,41) 106
(120,41) (119,41) 20
(120,41) (121,41) 150
(121,41) (120,41) 105
(121,41) (122,41) 64
(122,41) (121,41) 38
(122,41) (123,41) 111
(123,41) (122,41) 108
(123,41) (124,41) 100
(124,41) (123,41) 105
(124,41) (125,41) 119
(125,41) (124,41) 109
(125,41) (126,41) 92
(126,41) (125,41) 89
(126,41) (127,41) 31
(127,41) (126,41) 92
(127,41) (128,41) 67
(128,41) (127,41) 68
(128,41) (129,41) 90
(129,41) (128,41) 71
(129,41) (130,41) 7
(130,41) (129,41) 107
(130,41) (131,41) 122
(131,41) (130,41) 107
(131,41) (132,41) 14
(132,41) (131,41) 31
(132,41) (133,41) 143
(133,41) (132,41) 128
(133,41) (134,41) 47
(134,41) (133,41) 89
(134,41) (135,41) 108
(135,41) (134,41) 142
(135,41) (136,41) 126
(136,41) (135,41) 43
(136,41) (137,41) 148
(137,41) (136,41) 136
(137,41) (138,41) 15
(138,41) (137,41) 64
(138,41) (139,41) 82
(139,41) (138,41) 104
(139,41) (140,41) 113
(140,41) (139,41) 55
(140,41) (141,41) 107
(141,41) (140,41) 67
(141,41) (142,41) 22
(142,41) (141,41) 53
(142,41) (143,41) 119
(143,41) (142,41) 113
(143,41) (144,41) 87
(144,41) (143,41) 91
(144,41) (145,41) 38
(145,41) (144,41) 23
(145,41) (146,41) 77
(146,41) (145,41) 116
(146,41) (147,41) 90
(147,41) (146,41) 118
(147,41) (148,41) 137
(148,41) (147,41) 146
(148,41) (149,41) 67
(149,41) (148,41) 81
(149,41) (150,41) 101
(150,41) (149,41) 110
(150,41) (151,41) 56
(151,41) (150,41) 46
(151,41) (152,41) 23
(152,41) (151,41) 4
(152,41) (153,41) 56
(153,41) (152,41) 21
(153,41) (154,41) 36
(154,41) (153,41) 49
(154,41) (155,41) 121
(155,41) (154,41) 57
(155,41) (156,41) 39
(156,41) (155,41) 86
(156,41) (157,41) 9
(157,41) (156,41) 98
(157,41) (158,41) 9
(158,41) (157,41) 88
(158,41) (159,41) 79
(159,41) (158,41) 18
(159,41) (160,41) 40
(160,41) (159,41) 77
(160,41) (161,41) 20
(161,41) (160,41) 149
(161,41) (162,41) 71
(162,41) (161,41) 32
(162,41) (163,41) 126
(163,41) (162,41) 103
(163,41) (164,41) 120
(164,41) (163,41) 126
(164,41) (165,41) 120
(165,41) (164,41) 124
(165,41) (166,41) 116
(166,41) (165,41) 9
(166,41) (167,41) 147
(167,41) (166,41) 57
(167,41) (168,41) 20
(168,41) (167,41) 143
(168,41) (169,41) 137
(169,41) (168,41) 119
(169,41) (170,41) 54
(170,41) (169,41) 51
(1,42) (2,42) 100
(2,42) (1,42) 83
(2,42) (3,42) 12
(3,42) (2,42) 88
(3,42) (4,42) 96
(4,42) (3,42) 33
(4,42) (5,42) 5
(5,42) (4,42) 139
(5,42) (6,42) 31
(6,42) (5,42) 119
(6,42) (7,42) 123
(7,42) (6,42) 78
(7,42) (8,42) 136
(8,42) (7,42) 113
(8,42) (9,42) 33
(9,42) (8,42) 89
(9,42) (10,42) 16
(10,42) (9,42) 51
(10,42) (11,42) 36
(11,42) (10,42) 137
(11,42) (12,42) 133
(12,42) (11,42) 125
(12,42) (13,42) 139
(13,42) (12,42) 133
(13,42) (14,42) 48
(14,42) (13,42) 138
(14,42) (15,42) 115
(15,42) (14,42) 80
(15,42) (16,42) 82
(16,42) (15,42) 78
(16,42) (17,42) 125
(17,42) (16,42) 65
(17,42) (18,42) 88
(18,42) (17,42) 21
(18,42) (19,42) 89
(19,42) (18,42) 18
(19,42) (20,42) 137
(20,42) (19,42) 106
(20,42) (21,42) 19
(21,42) (20,42) 124
(21,42) (22,42) 102
(22,42) (21,42) 114
(22,42) (23,42) 50
(23,42) (22,42) 35
(23,42) (24,42) 74
(24,42) (23,42) 51
(24,42) (25,42) 27
(25,42) (24,42) 46
(25,42) (26,42) 144
(26,42) (25,42) 112
(26,42) (27,42) 149
(27,42) (26,42) 107
(27,42) (28,42) 113
(28,42) (27,42) 83
(28,42) (29,42) 29
(29,42) (28,42) 135
(29,42) (30,42) 45
(30,42) (29,42) 16
(30,42) (31,42) 2
(31,42) (30,42) 117
(31,42) (32,42) 40
(32,42) (31,42) 72
(32,42) (33,42) 91
(33,42) (32,42) 70
(33,42) (34,42) 97
(34,42) (33,42) 49
(34,42) (35,42) 122
(35,42) (34,42) 82
(35,42) (36,42) 80
(36,42) (35,42) 49
(36,42) (37,42) 20
(37,42) (36,42) 108
(37,42) (38,42) 128
(38,42) (37,42) 70
(38,42) (39,42) 123
(39,42) (38,42) 5
(39,42) (40,42) 130
(40,42) (39,42) 119
(40,42) (41,42) 16
(41,42) (40,42) 21
(41,42) (42,42) 58
(42,42) (41,42) 134
(42,42) (43,42) 107
(43,42) (42,42) 51
(43,42) (44,42) 37
(44,42) (43,42) 31
(44,42) (45,42) 120
(45,42) (44,42) 70
(45,42) (46,42) 42
(46,42) (45,42) 106
(46,42) (47,42) 93
(47,42) (46,42) 74
(47,42) (48,42) 113
(48,42) (47,42) 128
(48,42) (49,42) 56
(49,42) (48,42) 113
(49,42) (50,42) 95
(50,42) (49,42) 26
(50,42) (51,42) 141
(51,42) (50,42) 21
(51,42) (52,42) 110
(52,42) (51,42) 150
(52,42) (53,42) 9
(53,42) (52,42) 59
(53,42) (54,42) 60
(54,42) (53,42) 26
(54,42) (55,42) 138
(55,42) (54,42) 94
(55,42) (56,42) 118
(56,42) (55,42) 125
(56,42) (57,42) 47
(57,42) (56,42) 51
(57,42) (58,42) 36
(58,42) (57,42) 70
(58,42) (59,42) 124
(59,42) (58,42) 7
(59,42) (60,42) 24
(60,42) (59,42) 105
(60,42) (61,42) 31
(61,42) (60,42) 3
(61,42) (62,42) 121
(62,42) (61,42) 60
(62,42) (63,42) 72
(63,42) (62,42) 115
(63,42) (64,42) 58
(64,42) (63,42) 103
(64,42) (65,42) 13
(65,42) (64,42) 91
(65,42) (66,42) 10
(66,42) (65,42) 130
(66,42) (67,42) 122
(67,42) (66,42) 5
(67,42) (68,42) 94
(68,42) (67,42) 112
(68,42) (69,42) 36
(69,42) (68,42) 33
(69,42) (70,42) 16
(70,42) (69,42) 150
(70,42) (71,42) 21
(71,42) (70,42) 100
(71,42) (72,42) 25
(72,42) (71,42) 48
(72,42) (73,42) 71
(73,42) (72,42) 134
(73,42) (74,42) 122
(74,42) (73,42) 42
(74,42) (75,42) 134
(75,42) (74,42) 30
(75,42) (76,42) 27
(76,42) (75,42) 139
(76,42) (77,42) 125
(77,42) (76,42) 125
(77,42) (78,42) 60
(78,42) (77,42) 72
(78,42) (79,42) 10
(79,42) (78,42) 20
(79,42) (80,42) 40
(80,42) (79,42) 17
(80,42) (81,42) 132
(81,42) (80,42) 71
(81,42) (82,42) 76
(82,42) (81,42) 91
(82,42) (83,42) 18
(83,42) (82,42) 42
(83,42) (84,42) 75
(84,42) (83,42) 66
(84,42) (85,42) 93
(85,42) (84,42) 63
(85,42) (86,42) 40
(86,42) (85,42) 98
(86,42) (87,42) 36
(87,42) (86,42) 2
(87,42) (88,42) 57
(88,42) (87,42) 92
(88,42) (89,42) 4
(89,42) (88,42) 97
(89,42) (90,42) 96
(90,42) (89,42) 105
(90,42) (91,42) 46
(91,42) (90,42) 52
(91,42) (92,42) 104
(92,42) (91,42) 22
(92,42) (93,42) 68
(93,42) (92,42) 137
(93,42) (94,42) 113
(94,42) (93,42) 9
(94,42) (95,42) 126
(95,42) (94,42) 89
(95,42) (96,42) 135
(96,42) (95,42) 14
(96,42) (97,42) 41
(97,42) (96,42) 8
(97,42) (98,42) 120
(98,42) (97,42) 128
(98,42) (99,42) 149
(99,42) (98,42) 122
(99,42) (100,42) 26
(100,42) (99,42) 37
(100,42) (101,42) 8
(101,42) (100,42) 51
(101,42) (102,42) 103
(102,42) (101,42) 79
(102,42) (103,42) 111
(103,42) (102,42) 49
(103,42) (104,42) 27
(104,42) (103,42) 118
(104,42) (105,42) 81
(105,42) (104,42) 106
(105,42) (106,42) 81
(106,42) (105,42) 58
(106,42) (107,42) 66
(107,42) (106,42) 83
(107,42) (108,42) 46
(108,42) (107,42) 59
(108,42) (109,42) 49
(109,42) (108,42) 134
(109,42) (110,42) 16
(110,42) (109,42) 117
(110,42) (111,42) 98
(111,42) (110,42) 82
(111,42) (112,42) 146
(112,42) (111,42) 47
(112,42) (113,42) 19
(113,42) (112,42) 146
(113,42) (114,42) 108
(114,42) (113,42) 134
(114,42) (115,42) 101
(115,42) (114,42) 66
(115,42) (116,42) 65
(116,42) (115,42) 112
(116,42) (117,42) 22
(117,42) (116,42) 1
(117,42) (118,42) 117
(118,42) (117,42) 39
(118,42) (119,42) 25
(119,42) (118,42) 105
(119,42) (120,42) 138
(120,42) (119,42) 17
(120,42) (121,42) 19
(121,42) (120,42) 87
(121,42) (122,42) 139
(122,42) (121,42) 24
(122,42) (123,42) 13
(123,42) (122,42) 144
(123,42) (124,42) 8
(124,42) (123,42) 16
(124,42) (125,42) 123
(125,42) (124,42) 65
(125,42) (126,42) 38
(126,42) (125,42) 28
(126,42) (127,42) 53
(127,42) (126,42) 11
(127,42) (128,42) 19
(128,42) (127,42) 119
(128,42) (129,42) 59
(129,42) (128,42) 120
(129,42) (130,42) 8
(130,42) (129,42) 117
(130,42) (131,42) 97
(131,42) (130,42) 146
(131,42) (132,42) 85
(132,42) (131,42) 65
(132,42) (133,42) 101
(133,42) (132,42) 56
(133,42) (134,42) 136
(134,42) (133,42) 131
(134,42) (135,42) 31
(135,42) (134,42) 92
(135,42) (136,42) 89
(136,42) (135,42) 111
(136,42) (137,42) 148
(137,42) (136,42) 143
(137,42) (138,42) 66
(138,42) (137,42) 80
(138,42) (139,42) 15
(139,42) (138,42) 23
(139,42) (140,42) 20
(140,42) (139,42) 68
(140,42) (141,42) 84
(141,42) (140,42) 88
(141,42) (142,42) 73
(142,42) (141,42) 113
(142,42) (143,42) 104
(143,42) (142,42) 111
(143,42) (144,42) 103
(144,42) (143,42) 28
(144,42) (145,42) 64
(145,42) (144,42) 48
(145,42) (146,42) 40
(146,42) (145,42) 77
(146,42) (147,42) 29
(147,42) (146,42) 53
(147,42) (148,42) 135
(148,42) (147,42) 80
(148,42) (149,42) 27
(149,42) (148,42) 81
(149,42) (150,42) 78
(150,42) (149,42) 63
(150,42) (151,42) 138
(151,42) (150,42) 90
(151,42) (152,42) 109
(152,42) (151,42) 2
(152,42) (153,42) 1
(153,42) (152,42) 90
(153,42) (154,42) 21
(154,42) (153,42) 127
(154,42) (155,42) 144
(155,42) (154,42) 135
(155,42) (156,42) 69
(156,42) (155,42) 24
(156,42) (157,42) 109
(157,42) (156,42) 96
(157,42) (158,42) 51
(158,42) (157,42) 120
(158,42) (159,42) 22
(159,42) (158,42) 50
(159,42) (160,42) 88
(160,42) (159,42) 101
(160,42) (161,42) 109
(161,42) (160,42) 111
(161,42) (162,42) 24
(162,42) (161,42) 7
(162,42) (163,42) 43
(163,42) (162,42) 43
(163,42) (164,42) 82
(164,42) (163,42) 135
(164,42) (165,42) 139
