s (1,1) 113
(119,34) (118,34) 239
(119,34) (120,34) 478
(120,34) (119,34) 298
(120,34) (121,34) 29
(121,34) (120,34) 252
(121,34) (122,34) 100
(122,34) (121,34) 185
(122,34) (123,34) 65
(123,34) (122,34) 216
(123,34) (124,34) 485
(124,34) (123,34) 339
(124,34) (125,34) 89
(125,34) (124,34) 321
(125,34) (126,34) 168
(126,34) (125,34) 38
(126,34) (127,34) 188
(127,34) (126,34) 439
(127,34) (128,34) 131
(128,34) (127,34) 292
(128,34) (129,34) 229
(129,34) (128,34) 371
(129,34) (130,34) 372
(130,34) (129,34) 35
(130,34) (131,34) 428
(131,34) (130,34) 231
(131,34) (132,34) 226
(132,34) (131,34) 361
(132,34) (133,34) 197
(133,34) (132,34) 228
(133,34) (134,34) 336
(134,34) (133,34) 207
(134,34) (135,34) 267
(135,34) (134,34) 194
(135,34) (136,34) 385
(136,34) (135,34) 328
(136,34) (137,34) 131
(137,34) (136,34) 220
(137,34) (138,34) 356
(138,34) (137,34) 319
(138,34) (139,34) 468
(139,34) (138,34) 18
(139,34) (140,34) 374
(140,34) (139,34) 73
(140,34) (141,34) 461
(141,34) (140,34) 499
(141,34) (142,34) 355
(142,34) (141,34) 461
(142,34) (143,34) 226
(143,34) (142,34) 237
(143,34) (144,34) 494
(144,34) (143,34) 465
(144,34) (145,34) 235
(145,34) (144,34) 125
(145,34) (146,34) 385
(146,34) (145,34) 341
(146,34) (147,34) 237
(147,34) (146,34) 241
(147,34) (148,34) 413
(148,34) (147,34) 184
(148,34) (149,34) 115
(149,34) (148,34) 260
(149,34) (150,34) 326
(150,34) (149,34) 315
(1,35) (2,35) 382
(2,35) (1,35) 120
(2,35) (3,35) 111
(3,35) (2,35) 46
(3,35) (4,35) 274
(4,35) (3,35) 35
(4,35) (5,35) 50
(5,35) (4,35) 110
(5,35) (6,35) 45
(6,35) (5,35) 40
(6,35) (7,35) 211
(7,35) (6,35) 229
(7,35) (8,35) 245
(8,35) (7,35) 322
(8,35) (9,35) 192
(9,35) (8,35) 33
(9,35) (10,35) 179
(10,35) (9,35) 87
(10,35) (11,35) 105
(11,35) (10,35) 228
(11,35) (12,35) 310
(12,35) (11,35) 219
(12,35) (13,35) 21
(13,35) (12,35) 126
(13,35) (14,35) 219
(14,35) (13,35) 368
(14,35) (15,35) 25
(15,35) (14,35) 261
(15,35) (16,35) 251
(16,35) (15,35) 250
(16,35) (17,35) 420
(17,35) (16,35) 77
(17,35) (18,35) 486
(18,35) (17,35) 192
(18,35) (19,35) 145
(19,35) (18,35) 128
(19,35) (20,35) 423
(20,35) (19,35) 389
(20,35) (21,35) 429
(21,35) (20,35) 17
(21,35) (22,35) 268
(22,35) (21,35) 154
(22,35) (23,35) 97
(23,35) (22,35) 173
(23,35) (24,35) 70
(24,35) (23,35) 53
(24,35) (25,35) 368
(25,35) (24,35) 351
(25,35) (26,35) 26
(26,35) (25,35) 171
(26,35) (27,35) 333
(27,35) (26,35) 473
(27,35) (28,35) 315
(28,35) (27,35) 195
(28,35) (29,35) 161
(29,35) (28,35) 457
(29,35) (30,35) 216
(30,35) (29,35) 337
(30,35) (31,35) 196
(31,35) (30,35) 194
(31,35) (32,35) 317
(32,35) (31,35) 391
(32,35) (33,35) 134
(33,35) (32,35) 344
(33,35) (34,35) 14
(34,35) (33,35) 227
(34,35) (35,35) 217
(35,35) (34,35) 234
(35,35) (36,35) 412
(36,35) (35,35) 331
(36,35) (37,35) 114
(37,35) (36,35) 141
(37,35) (38,35) 405
(38,35) (37,35) 147
(38,35) (39,35) 62
(39,35) (38,35) 207
(39,35) (40,35) 403
(40,35) (39,35) 112
(40,35) (41,35) 238
(41,35) (40,35) 307
(41,35) (42,35) 264
(42,35) (41,35) 87
(42,35) (43,35) 319
(43,35) (42,35) 257
(43,35) (44,35) 293
(44,35) (43,35) 340
(44,35) (45,35) 340
(45,35) (44,35) 255
(45,35) (46,35) 390
(46,35) (45,35) 296
(46,35) (47,35) 25
(47,35) (46,35) 37
(47,35) (48,35) 438
(48,35) (47,35) 366
(48,35) (49,35) 362
(49,35) (48,35) 390
(49,35) (50,35) 356
(50,35) (49,35) 249
(50,35) (51,35) 9
(51,35) (50,35) 35
(51,35) (52,35) 209
(52,35) (51,35) 492
(52,35) (53,35) 5
(53,35) (52,35) 454
(53,35) (54,35) 432
(54,35) (53,35) 161
(54,35) (55,35) 420
(55,35) (54,35) 61
(55,35) (56,35) 408
(56,35) (55,35) 148
(56,35) (57,35) 20
(57,35) (56,35) 288
(57,35) (58,35) 462
(58,35) (57,35) 448
(58,35) (59,35) 234
(59,35) (58,35) 102
(59,35) (60,35) 113
(60,35) (59,35) 386
(60,35) (61,35) 395
(61,35) (60,35) 171
(61,35) (62,35) 363
(62,35) (61,35) 5
(62,35) (63,35) 20
(63,35) (62,35) 372
(63,35) (64,35) 13
(64,35) (63,35) 43
(64,35) (65,35) 430
(65,35) (64,35) 487
(65,35) (66,35) 414
(66,35) (65,35) 82
(66,35) (67,35) 244
(67,35) (66,35) 49
(67,35) (68,35) 408
(68,35) (67,35) 393
(68,35) (69,35) 53
(69,35) (68,35) 134
(69,35) (70,35) 497
(70,35) (69,35) 118
(70,35) (71,35) 373
(71,35) (70,35) 421
(71,35) (72,35) 338
(72,35) (71,35) 304
(72,35) (73,35) 200
(73,35) (72,35) 423
(73,35) (74,35) 54
(74,35) (73,35) 237
(74,35) (75,35) 198
(75,35) (74,35) 486
(75,35) (76,35) 274
(76,35) (75,35) 302
(76,35) (77,35) 70
(77,35) (76,35) 377
(77,35) (78,35) 452
(78,35) (77,35) 376
(78,35) (79,35) 106
(79,35) (78,35) 137
(79,35) (80,35) 234
(80,35) (79,35) 238
(80,35) (81,35) 295
(81,35) (80,35) 336
(81,35) (82,35) 325
(82,35) (81,35) 434
(82,35) (83,35) 298
(83,35) (82,35) 23
(83,35) (84,35) 140
(84,35) (83,35) 437
(84,35) (85,35) 263
(85,35) (84,35) 64
(85,35) (86,35) 131
(86,35) (85,35) 91
(86,35) (87,35) 367
(87,35) (86,35) 45
(87,35) (88,35) 8
(88,35) (87,35) 232
(88,35) (89,35) 86
(89,35) (88,35) 99
(89,35) (90,35) 225
(90,35) (89,35) 60
(90,35) (91,35) 211
(91,35) (90,35) 119
(91,35) (92,35) 356
(92,35) (91,35) 22
(92,35) (93,35) 20
(93,35) (92,35) 87
(93,35) (94,35) 105
(94,35) (93,35) 412
(94,35) (95,35) 17
(95,35) (94,35) 242
(95,35) (96,35) 170
(96,35) (95,35) 60
(96,35) (97,35) 280
(97,35) (96,35) 129
(97,35) (98,35) 373
(98,35) (97,35) 40
(98,35) (99,35) 347
(99,35) (98,35) 129
(99,35) (100,35) 390
(100,35) (99,35) 76
(100,35) (101,35) 55
(101,35) (100,35) 178
(101,35) (102,35) 444
(102,35) (101,35) 104
(102,35) (103,35) 125
(103,35) (102,35) 7
(103,35) (104,35) 475
(104,35) (103,35) 280
(104,35) (105,35) 463
(105,35) (104,35) 233
(105,35) (106,35) 287
(106,35) (105,35) 171
(106,35) (107,35) 297
(107,35) (106,35) 7
(107,35) (108,35) 192
(108,35) (107,35) 393
(108,35) (109,35) 318
(109,35) (108,35) 14
(109,35) (110,35) 198
(110,35) (109,35) 94
(110,35) (111,35) 283
(111,35) (110,35) 381
(111,35) (112,35) 149
(112,35) (111,35) 28
(112,35) (113,35) 430
(113,35) (112,35) 477
(113,35) (114,35) 466
(114,35) (113,35) 321
(114,35) (115,35) 83
(115,35) (114,35) 339
(115,35) (116,35) 100
(116,35) (115,35) 94
(116,35) (117,35) 188
(117,35) (116,35) 349
(117,35) (118,35) 94
(118,35) (117,35) 128
(118,35) (119,35) 20
(119,35) (118,35) 122
(119,35) (120,35) 54
(120,35) (119,35) 93
(120,35) (121,35) 291
(121,35) (120,35) 108
(121,35) (122,35) 328
(122,35) (121,35) 215
(122,35) (123,35) 220
(123,35) (122,35) 60
(123,35) (124,35) 417
(124,35) (123,35) 488
(124,35) (125,35) 484
(125,35) (124,35) 41
(125,35) (126,35) 343
(126,35) (125,35) 70
(126,35) (127,35) 335
(127,35) (126,35) 152
(127,35) (128,35) 469
(128,35) (127,35) 127
(128,35) (129,35) 133
(129,35) (128,35) 324
(129,35) (130,35) 496
(130,35) (129,35) 189
(130,35) (131,35) 471
(131,35) (130,35) 33
(131,35) (132,35) 362
(132,35) (131,35) 371
(132,35) (133,35) 15
(133,35) (132,35) 224
(133,35) (134,35) 490
(134,35) (133,35) 408
(134,35) (135,35) 18
(135,35) (134,35) 457
(135,35) (136,35) 301
(136,35) (135,35) 182
(136,35) (137,35) 310
(137,35) (136,35) 21
(137,35) (138,35) 324
(138,35) (137,35) 356
(138,35) (139,35) 413
(139,35) (138,35) 136
(139,35) (140,35) 452
(140,35) (139,35) 353
(140,35) (141,35) 349
(141,35) (140,35) 258
(141,35) (142,35) 159
(142,35) (141,35) 199
(142,35) (143,35) 221
(143,35) (142,35) 298
(143,35) (144,35) 100
(144,35) (143,35) 483
(144,35) (145,35) 188
(145,35) (144,35) 19
(145,35) (146,35) 223
(146,35) (145,35) 460
(146,35) (147,35) 309
(147,35) (146,35) 123
(147,35) (148,35) 403
(148,35) (147,35) 48
(148,35) (149,35) 404
(149,35) (148,35) 255
(149,35) (150,35) 140
(150,35) (149,35) 180
(1,36) (2,36) 129
(2,36) (1,36) 130
(2,36) (3,36) 21
(3,36) (2,36) 299
(3,36) (4,36) 187
(4,36) (3,36) 236
(4,36) (5,36) 167
(5,36) (4,36) 390
(5,36) (6,36) 362
(6,36) (5,36) 277
(6,36) (7,36) 64
(7,36) (6,36) 267
(7,36) (8,36) 42
(8,36) (7,36) 213
(8,36) (9,36) 412
(9,36) (8,36) 479
(9,36) (10,36) 449
(10,36) (9,36) 271
(10,36) (11,36) 110
(11,36) (10,36) 18
(11,36) (12,36) 464
(12,36) (11,36) 74
(12,36) (13,36) 135
(13,36) (12,36) 473
(13,36) (14,36) 43
(14,36) (13,36) 114
(14,36) (15,36) 67
(15,36) (14,36) 56
(15,36) (16,36) 266
(16,36) (15,36) 187
(16,36) (17,36) 112
(17,36) (16,36) 276
(17,36) (18,36) 107
(18,36) (17,36) 380
(18,36) (19,36) 345
(19,36) (18,36) 153
(19,36) (20,36) 219
(20,36) (19,36) 207
(20,36) (21,36) 193
(21,36) (20,36) 272
(21,36) (22,36) 121
(22,36) (21,36) 29
(22,36) (23,36) 454
(23,36) (22,36) 426
(23,36) (24,36) 471
(24,36) (23,36) 43
(24,36) (25,36) 389
(25,36) (24,36) 96
(25,36) (26,36) 359
(26,36) (25,36) 18
(26,36) (27,36) 398
(27,36) (26,36) 387
(27,36) (28,36) 89
(28,36) (27,36) 140
(28,36) (29,36) 479
(29,36) (28,36) 282
(29,36) (30,36) 44
(30,36) (29,36) 492
(30,36) (31,36) 79
(31,36) (30,36) 144
(31,36) (32,36) 110
(32,36) (31,36) 272
(32,36) (33,36) 38
(33,36) (32,36) 420
(33,36) (34,36) 126
(34,36) (33,36) 231
(34,36) (35,36) 434
(35,36) (34,36) 51
(35,36) (36,36) 129
(36,36) (35,36) 361
(36,36) (37,36) 349
(37,36) (36,36) 311
(37,36) (38,36) 385
(38,36) (37,36) 158
(38,36) (39,36) 476
(39,36) (38,36) 154
(39,36) (40,36) 315
(40,36) (39,36) 299
(40,36) (41,36) 125
(41,36) (40,36) 459
(41,36) (42,36) 403
(42,36) (41,36) 233
(42,36) (43,36) 32
(43,36) (42,36) 395
(43,36) (44,36) 266
(44,36) (43,36) 414
(44,36) (45,36) 385
(45,36) (44,36) 469
(45,36) (46,36) 416
(46,36) (45,36) 370
(46,36) (47,36) 414
(47,36) (46,36) 46
(47,36) (48,36) 420
(48,36) (47,36) 293
(48,36) (49,36) 98
(49,36) (48,36) 351
(49,36) (50,36) 149
(50,36) (49,36) 134
(50,36) (51,36) 155
(51,36) (50,36) 353
(51,36) (52,36) 275
(52,36) (51,36) 76
(52,36) (53,36) 493
(53,36) (52,36) 387
(53,36) (54,36) 470
(54,36) (53,36) 246
(54,36) (55,36) 389
(55,36) (54,36) 176
(55,36) (56,36) 315
(56,36) (55,36) 426
(56,36) (57,36) 409
(57,36) (56,36) 300
(57,36) (58,36) 306
(58,36) (57,36) 87
(58,36) (59,36) 405
(59,36) (58,36) 329
(59,36) (60,36) 260
(60,36) (59,36) 347
(60,36) (61,36) 131
(61,36) (60,36) 151
(61,36) (62,36) 331
(62,36) (61,36) 144
(62,36) (63,36) 140
(63,36) (62,36) 408
(63,36) (64,36) 187
(64,36) (63,36) 451
(64,36) (65,36) 196
(65,36) (64,36) 50
(65,36) (66,36) 212
(66,36) (65,36) 143
(66,36) (67,36) 32
(67,36) (66,36) 499
(67,36) (68,36) 278
(68,36) (67,36) 248
(68,36) (69,36) 83
(69,36) (68,36) 188
(69,36) (70,36) 473
(70,36) (69,36) 444
(70,36) (71,36) 174
(71,36) (70,36) 271
(71,36) (72,36) 143
(72,36) (71,36) 60
(72,36) (73,36) 206
(73,36) (72,36) 490
(73,36) (74,36) 243
(74,36) (73,36) 112
(74,36) (75,36) 196
(75,36) (74,36) 489
(75,36) (76,36) 223
(76,36) (75,36) 216
(76,36) (77,36) 87
(77,36) (76,36) 219
(77,36) (78,36) 498
(78,36) (77,36) 290
(78,36) (79,36) 422
(79,36) (78,36) 130
(79,36) (80,36) 328
(80,36) (79,36) 349
(80,36) (81,36) 188
(81,36) (80,36) 141
(81,36) (82,36) 320
(82,36) (81,36) 473
(82,36) (83,36) 358
(83,36) (82,36) 438
(83,36) (84,36) 297
(84,36) (83,36) 394
(84,36) (85,36) 268
(85,36) (84,36) 305
(85,36) (86,36) 232
(86,36) (85,36) 136
(86,36) (87,36) 449
(87,36) (86,36) 104
(87,36) (88,36) 86
(88,36) (87,36) 144
(88,36) (89,36) 6
(89,36) (88,36) 11
(89,36) (90,36) 438
(90,36) (89,36) 32
(90,36) (91,36) 46
(91,36) (90,36) 323
(91,36) (92,36) 154
(92,36) (91,36) 328
(92,36) (93,36) 423
(93,36) (92,36) 394
(93,36) (94,36) 435
(94,36) (93,36) 68
(94,36) (95,36) 251
(95,36) (94,36) 18
(95,36) (96,36) 399
(96,36) (95,36) 28
(96,36) (97,36) 490
(97,36) (96,36) 80
(97,36) (98,36) 391
(98,36) (97,36) 392
(98,36) (99,36) 1
(99,36) (98,36) 481
(99,36) (100,36) 454
(100,36) (99,36) 234
(100,36) (101,36) 89
(101,36) (100,36) 15
(101,36) (102,36) 221
(102,36) (101,36) 325
(102,36) (103,36) 450
(103,36) (102,36) 153
(103,36) (104,36) 281
(104,36) (103,36) 314
(104,36) (105,36) 26
(105,36) (104,36) 165
(105,36) (106,36) 391
(106,36) (105,36) 238
(106,36) (107,36) 90
(107,36) (106,36) 424
(107,36) (108,36) 262
(108,36) (107,36) 68
(108,36) (109,36) 200
(109,36) (108,36) 41
(109,36) (110,36) 368
(110,36) (109,36) 179
(110,36) (111,36) 176
(111,36) (110,36) 442
(111,36) (112,36) 399
(112,36) (111,36) 323
(112,36) (113,36) 69
(113,36) (112,36) 246
(113,36) (114,36) 179
(114,36) (113,36) 500
(114,36) (115,36) 263
(115,36) (114,36) 80
(115,36) (116,36) 90
(116,36) (115,36) 467
(116,36) (117,36) 200
(117,36) (116,36) 67
(117,36) (118,36) 31
(118,36) (117,36) 129
(118,36) (119,36) 392
(119,36) (118,36) 396
(119,36) (120,36) 368
(120,36) (119,36) 7
(120,36) (121,36) 406
(121,36) (120,36) 393
(121,36) (122,36) 114
(122,36) (121,36) 256
(122,36) (123,36) 92
(123,36) (122,36) 259
(123,36) (124,36) 435
(124,36) (123,36) 27
(124,36) (125,36) 46
(125,36) (124,36) 326
(125,36) (126,36) 292
(126,36) (125,36) 417
(126,36) (127,36) 16
(127,36) (126,36) 305
(127,36) (128,36) 433
(128,36) (127,36) 455
(128,36) (129,36) 3
(129,36) (128,36) 153
(129,36) (130,36) 326
(130,36) (129,36) 129
(130,36) (131,36) 218
(131,36) (130,36) 104
(131,36) (132,36) 460
(132,36) (131,36) 30
(132,36) (133,36) 402
(133,36) (132,36) 186
(133,36) (134,36) 46
(134,36) (133,36) 143
(134,36) (135,36) 119
(135,36) (134,36) 236
(135,36) (136,36) 378
(136,36) (135,36) 315
(136,36) (137,36) 50
(137,36) (136,36) 442
(137,36) (138,36) 147
(138,36) (137,36) 405
(138,36) (139,36) 221
(139,36) (138,36) 172
(139,36) (140,36) 224
(140,36) (139,36) 286
(140,36) (141,36) 333
(141,36) (140,36) 145
(141,36) (142,36) 475
(142,36) (141,36) 431
(142,36) (143,36) 484
(143,36) (142,36) 319
(143,36) (144,36) 437
(144,36) (143,36) 92
(144,36) (145,36) 46
(145,36) (144,36) 55
(145,36) (146,36) 10
(146,36) (145,36) 191
(146,36) (147,36) 186
(147,36) (146,36) 87
(147,36) (148,36) 81
(148,36) (147,36) 42
(148,36) (149,36) 39
(149,36) (148,36) 415
(149,36) (150,36) 362
(150,36) (149,36) 155
(1,37) (2,37) 272
(2,37) (1,37) 18
(2,37) (3,37) 252
(3,37) (2,37) 85
(3,37) (4,37) 301
(4,37) (3,37) 174
(4,37) (5,37) 399
(5,37) (4,37) 473
(5,37) (6,37) 140
(6,37) (5,37) 287
(6,37) (7,37) 406
(7,37) (6,37) 337
(7,37) (8,37) 357
(8,37) (7,37) 4
(8,37) (9,37) 337
(9,37) (8,37) 238
(9,37) (10,37) 474
(10,37) (9,37) 101
(10,37) (11,37) 78
(11,37) (10,37) 104
(11,37) (12,37) 103
(12,37) (11,37) 496
(12,37) (13,37) 314
(13,37) (12,37) 146
(13,37) (14,37) 202
(14,37) (13,37) 155
(14,37) (15,37) 117
(15,37) (14,37) 235
(15,37) (16,37) 259
(16,37) (15,37) 8
(16,37) (17,37) 391
(17,37) (16,37) 49
(17,37) (18,37) 390
(18,37) (17,37) 365
(18,37) (19,37) 437
(19,37) (18,37) 214
(19,37) (20,37) 189
(20,37) (19,37) 391
(20,37) (21,37) 392
(21,37) (20,37) 308
(21,37) (22,37) 302
(22,37) (21,37) 105
(22,37) (23,37) 477
(23,37) (22,37) 119
(23,37) (24,37) 478
(24,37) (23,37) 101
(24,37) (25,37) 390
(25,37) (24,37) 428
(25,37) (26,37) 117
(26,37) (25,37) 6
(26,37) (27,37) 77
(27,37) (26,37) 190
(27,37) (28,37) 62
(28,37) (27,37) 442
(28,37) (29,37) 279
(29,37) (28,37) 418
(29,37) (30,37) 190
(30,37) (29,37) 100
(30,37) (31,37) 192
(31,37) (30,37) 427
(31,37) (32,37) 181
(32,37) (31,37) 91
(32,37) (33,37) 249
(33,37) (32,37) 349
(33,37) (34,37) 241
(34,37) (33,37) 229
(34,37) (35,37) 470
(35,37) (34,37) 477
(35,37) (36,37) 189
(36,37) (35,37) 194
(36,37) (37,37) 8
(37,37) (36,37) 326
(37,37) (38,37) 222
(38,37) (37,37) 205
(38,37) (39,37) 336
(39,37) (38,37) 32
(39,37) (40,37) 96
(40,37) (39,37) 25
(40,37) (41,37) 191
(41,37) (40,37) 231
(41,37) (42,37) 159
(42,37) (41,37) 254
(42,37) (43,37) 233
(43,37) (42,37) 328
(43,37) (44,37) 323
(44,37) (43,37) 339
(44,37) (45,37) 407
(45,37) (44,37) 23
(45,37) (46,37) 235
(46,37) (45,37) 424
(46,37) (47,37) 261
(47,37) (46,37) 115
(47,37) (48,37) 39
(48,37) (47,37) 454
(48,37) (49,37) 405
(49,37) (48,37) 139
(49,37) (50,37) 382
(50,37) (49,37) 470
(50,37) (51,37) 231
(51,37) (50,37) 111
(51,37) (52,37) 92
(52,37) (51,37) 7
(52,37) (53,37) 18
(53,37) (52,37) 164
(53,37) (54,37) 176
(54,37) (53,37) 15
(54,37) (55,37) 112
(55,37) (54,37) 137
(55,37) (56,37) 382
(56,37) (55,37) 244
(56,37) (57,37) 422
(57,37) (56,37) 485
(57,37) (58,37) 92
(58,37) (57,37) 126
(58,37) (59,37) 395
(59,37) (58,37) 478
(59,37) (60,37) 398
(60,37) (59,37) 89
(60,37) (61,37) 476
(61,37) (60,37) 349
(61,37) (62,37) 388
(62,37) (61,37) 365
(62,37) (63,37) 372
(63,37) (62,37) 74
(63,37) (64,37) 224
(64,37) (63,37) 457
(64,37) (65,37) 294
(65,37) (64,37) 495
(65,37) (66,37) 349
(66,37) (65,37) 257
(66,37) (67,37) 144
(67,37) (66,37) 467
(67,37) (68,37) 28
(68,37) (67,37) 33
(68,37) (69,37) 262
(69,37) (68,37) 408
(69,37) (70,37) 365
(70,37) (69,37) 316
(70,37) (71,37) 61
(71,37) (70,37) 346
(71,37) (72,37) 74
(72,37) (71,37) 370
(72,37) (73,37) 105
(73,37) (72,37) 100
(73,37) (74,37) 172
(74,37) (73,37) 408
(74,37) (75,37) 411
(75,37) (74,37) 485
(75,37) (76,37) 259
(76,37) (75,37) 126
(76,37) (77,37) 208
(77,37) (76,37) 316
(77,37) (78,37) 41
(78,37) (77,37) 171
(78,37) (79,37) 247
(79,37) (78,37) 229
(79,37) (80,37) 307
(80,37) (79,37) 150
(80,37) (81,37) 84
(81,37) (80,37) 33
(81,37) (82,37) 321
(82,37) (81,37) 441
(82,37) (83,37) 384
(83,37) (82,37) 50
(83,37) (84,37) 415
(84,37) (83,37) 38
(84,37) (85,37) 493
(85,37) (84,37) 143
(85,37) (86,37) 68
(86,37) (85,37) 455
(86,37) (87,37) 182
(87,37) (86,37) 322
(87,37) (88,37) 202
(88,37) (87,37) 462
(88,37) (89,37) 139
(89,37) (88,37) 330
(89,37) (90,37) 380
(90,37) (89,37) 66
(90,37) (91,37) 337
(91,37) (90,37) 385
(91,37) (92,37) 406
(92,37) (91,37) 114
(92,37) (93,37) 253
(93,37) (92,37) 56
(93,37) (94,37) 39
(94,37) (93,37) 336
(94,37) (95,37) 280
(95,37) (94,37) 223
(95,37) (96,37) 210
(96,37) (95,37) 119
(96,37) (97,37) 39
(97,37) (96,37) 117
(97,37) (98,37) 418
(98,37) (97,37) 290
(98,37) (99,37) 144
(99,37) (98,37) 383
(99,37) (100,37) 462
(100,37) (99,37) 496
(100,37) (101,37) 337
(101,37) (100,37) 37
(101,37) (102,37) 178
(102,37) (101,37) 24
(102,37) (103,37) 224
(103,37) (102,37) 429
(103,37) (104,37) 184
(104,37) (103,37) 105
(104,37) (105,37) 268
(105,37) (104,37) 337
(105,37) (106,37) 424
(106,37) (105,37) 48
(106,37) (107,37) 480
(107,37) (106,37) 125
(107,37) (108,37) 219
(108,37) (107,37) 459
(108,37) (109,37) 378
(109,37) (108,37) 438
(109,37) (110,37) 334
(110,37) (109,37) 30
(110,37) (111,37) 72
(111,37) (110,37) 350
(111,37) (112,37) 395
(112,37) (111,37) 45
(112,37) (113,37) 159
(113,37) (112,37) 183
(113,37) (114,37) 228
(114,37) (113,37) 420
(114,37) (115,37) 107
(115,37) (114,37) 39
(115,37) (116,37) 25
(116,37) (115,37) 276
(116,37) (117,37) 376
(117,37) (116,37) 110
(117,37) (118,37) 186
(118,37) (117,37) 23
(118,37) (119,37) 126
(119,37) (118,37) 220
(119,37) (120,37) 198
(120,37) (119,37) 171
(120,37) (121,37) 473
(121,37) (120,37) 323
(121,37) (122,37) 274
(122,37) (121,37) 480
(122,37) (123,37) 237
(123,37) (122,37) 282
(123,37) (124,37) 493
(124,37) (123,37) 367
(124,37) (125,37) 411
(125,37) (124,37) 276
(125,37) (126,37) 492
(126,37) (125,37) 156
(126,37) (127,37) 286
(127,37) (126,37) 458
(127,37) (128,37) 271
(128,37) (127,37) 188
(128,37) (129,37) 216
(129,37) (128,37) 335
(129,37) (130,37) 116
(130,37) (129,37) 120
(130,37) (131,37) 463
(131,37) (130,37) 405
(131,37) (132,37) 488
(132,37) (131,37) 245
(132,37) (133,37) 356
(133,37) (132,37) 66
(133,37) (134,37) 28
(134,37) (133,37) 41
(134,37) (135,37) 261
(135,37) (134,37) 491
(135,37) (136,37) 445
(136,37) (135,37) 264
(136,37) (137,37) 336
(137,37) (136,37) 46
(137,37) (138,37) 416
(138,37) (137,37) 396
(138,37) (139,37) 79
(139,37) (138,37) 335
(139,37) (140,37) 410
(140,37) (139,37) 143
(140,37) (141,37) 401
(141,37) (140,37) 463
(141,37) (142,37) 159
(142,37) (141,37) 458
(142,37) (143,37) 367
(143,37) (142,37) 156
(143,37) (144,37) 414
(144,37) (143,37) 132
(144,37) (145,37) 475
(145,37) (144,37) 37
(145,37) (146,37) 150
(146,37) (145,37) 169
(146,37) (147,37) 53
(147,37) (146,37) 130
(147,37) (148,37) 63
(148,37) (147,37) 149
(148,37) (149,37) 263
(149,37) (148,37) 270
(149,37) (150,37) 497
(150,37) (149,37) 181
(1,38) (2,38) 37
(2,38) (1,38) 5
(2,38) (3,38) 413
(3,38) (2,38) 240
(3,38) (4,38) 307
(4,38) (3,38) 53
(4,38) (5,38) 310
(5,38) (4,38) 343
(5,38) (6,38) 371
(6,38) (5,38) 201
(6,38) (7,38) 184
(7,38) (6,38) 123
(7,38) (8,38) 186
(8,38) (7,38) 247
(8,38) (9,38) 255
(9,38) (8,38) 173
(9,38) (10,38) 347
(10,38) (9,38) 379
(10,38) (11,38) 88
(11,38) (10,38) 408
(11,38) (12,38) 122
(12,38) (11,38) 393
(12,38) (13,38) 216
(13,38) (12,38) 163
(13,38) (14,38) 48
(14,38) (13,38) 122
(14,38) (15,38) 258
(15,38) (14,38) 170
(15,38) (16,38) 172
(16,38) (15,38) 40
(16,38) (17,38) 452
(17,38) (16,38) 395
(17,38) (18,38) 318
(18,38) (17,38) 399
(18,38) (19,38) 42
(19,38) (18,38) 222
(19,38) (20,38) 356
(20,38) (19,38) 51
(20,38) (21,38) 419
(21,38) (20,38) 434
(21,38) (22,38) 449
(22,38) (21,38) 211
(22,38) (23,38) 96
(23,38) (22,38) 247
(23,38) (24,38) 264
(24,38) (23,38) 281
(24,38) (25,38) 479
(25,38) (24,38) 108
(25,38) (26,38) 177
(26,38) (25,38) 124
(26,38) (27,38) 53
(27,38) (26,38) 433
(27,38) (28,38) 403
(28,38) (27,38) 115
(28,38) (29,38) 316
(29,38) (28,38) 75
(29,38) (30,38) 394
(30,38) (29,38) 96
(30,38) (31,38) 117
(31,38) (30,38) 449
(31,38) (32,38) 164
(32,38) (31,38) 189
(32,38) (33,38) 10
(33,38) (32,38) 120
(33,38) (34,38) 299
(34,38) (33,38) 364
(34,38) (35,38) 344
(35,38) (34,38) 379
(35,38) (36,38) 405
(36,38) (35,38) 194
(36,38) (37,38) 215
(37,38) (36,38) 76
(37,38) (38,38) 65
(38,38) (37,38) 54
(38,38) (39,38) 463
(39,38) (38,38) 162
(39,38) (40,38) 26
(40,38) (39,38) 59
(40,38) (41,38) 407
(41,38) (40,38) 475
(41,38) (42,38) 22
(42,38) (41,38) 335
(42,38) (43,38) 261
(43,38) (42,38) 7
(43,38) (44,38) 37
(44,38) (43,38) 432
(44,38) (45,38) 486
(45,38) (44,38) 428
(45,38) (46,38) 256
(46,38) (45,38) 252
(46,38) (47,38) 128
(47,38) (46,38) 102
(47,38) (48,38) 169
(48,38) (47,38) 6
(48,38) (49,38) 270
(49,38) (48,38) 110
(49,38) (50,38) 405
(50,38) (49,38) 437
(50,38) (51,38) 159
(51,38) (50,38) 251
(51,38) (52,38) 477
(52,38) (51,38) 453
(52,38) (53,38) 283
(53,38) (52,38) 29
(53,38) (54,38) 262
(54,38) (53,38) 421
(54,38) (55,38) 427
(55,38) (54,38) 225
(55,38) (56,38) 348
(56,38) (55,38) 186
(56,38) (57,38) 392
(57,38) (56,38) 354
(57,38) (58,38) 390
(58,38) (57,38) 159
(58,38) (59,38) 284
(59,38) (58,38) 54
(59,38) (60,38) 136
(60,38) (59,38) 294
(60,38) (61,38) 193
