s (1,1) 62
(166,8) (167,8) 309
(167,8) (166,8) 197
(167,8) (168,8) 155
(168,8) (167,8) 359
(168,8) (169,8) 50
(169,8) (168,8) 24
(169,8) (170,8) 329
(170,8) (169,8) 66
(170,8) (171,8) 413
(171,8) (170,8) 277
(171,8) (172,8) 383
(172,8) (171,8) 126
(172,8) (173,8) 203
(173,8) (172,8) 489
(173,8) (174,8) 15
(174,8) (173,8) 456
(174,8) (175,8) 16
(175,8) (174,8) 476
(175,8) (176,8) 396
(176,8) (175,8) 150
(176,8) (177,8) 354
(177,8) (176,8) 481
(177,8) (178,8) 424
(178,8) (177,8) 480
(178,8) (179,8) 206
(179,8) (178,8) 49
(179,8) (180,8) 158
(180,8) (179,8) 121
(180,8) (181,8) 143
(181,8) (180,8) 201
(181,8) (182,8) 49
(182,8) (181,8) 247
(182,8) (183,8) 465
(183,8) (182,8) 349
(183,8) (184,8) 47
(184,8) (183,8) 396
(184,8) (185,8) 149
(185,8) (184,8) 48
(185,8) (186,8) 208
(186,8) (185,8) 181
(186,8) (187,8) 71
(187,8) (186,8) 373
(187,8) (188,8) 259
(188,8) (187,8) 145
(188,8) (189,8) 136
(189,8) (188,8) 87
(189,8) (190,8) 343
(190,8) (189,8) 12
(1,9) (2,9) 143
(2,9) (1,9) 374
(2,9) (3,9) 156
(3,9) (2,9) 206
(3,9) (4,9) 168
(4,9) (3,9) 435
(4,9) (5,9) 450
(5,9) (4,9) 436
(5,9) (6,9) 471
(6,9) (5,9) 66
(6,9) (7,9) 259
(7,9) (6,9) 470
(7,9) (8,9) 100
(8,9) (7,9) 242
(8,9) (9,9) 116
(9,9) (8,9) 378
(9,9) (10,9) 127
(10,9) (9,9) 246
(10,9) (11,9) 128
(11,9) (10,9) 89
(11,9) (12,9) 19
(12,9) (11,9) 184
(12,9) (13,9) 457
(13,9) (12,9) 155
(13,9) (14,9) 128
(14,9) (13,9) 43
(14,9) (15,9) 269
(15,9) (14,9) 65
(15,9) (16,9) 5
(16,9) (15,9) 118
(16,9) (17,9) 30
(17,9) (16,9) 500
(17,9) (18,9) 165
(18,9) (17,9) 7
(18,9) (19,9) 132
(19,9) (18,9) 445
(19,9) (20,9) 331
(20,9) (19,9) 410
(20,9) (21,9) 399
(21,9) (20,9) 437
(21,9) (22,9) 433
(22,9) (21,9) 107
(22,9) (23,9) 56
(23,9) (22,9) 146
(23,9) (24,9) 406
(24,9) (23,9) 87
(24,9) (25,9) 176
(25,9) (24,9) 167
(25,9) (26,9) 471
(26,9) (25,9) 68
(26,9) (27,9) 131
(27,9) (26,9) 37
(27,9) (28,9) 435
(28,9) (27,9) 207
(28,9) (29,9) 16
(29,9) (28,9) 307
(29,9) (30,9) 212
(30,9) (29,9) 428
(30,9) (31,9) 126
(31,9) (30,9) 130
(31,9) (32,9) 246
(32,9) (31,9) 5
(32,9) (33,9) 396
(33,9) (32,9) 454
(33,9) (34,9) 52
(34,9) (33,9) 243
(34,9) (35,9) 415
(35,9) (34,9) 425
(35,9) (36,9) 278
(36,9) (35,9) 462
(36,9) (37,9) 244
(37,9) (36,9) 262
(37,9) (38,9) 188
(38,9) (37,9) 261
(38,9) (39,9) 145
(39,9) (38,9) 252
(39,9) (40,9) 6
(40,9) (39,9) 346
(40,9) (41,9) 164
(41,9) (40,9) 457
(41,9) (42,9) 77
(42,9) (41,9) 280
(42,9) (43,9) 155
(43,9) (42,9) 201
(43,9) (44,9) 402
(44,9) (43,9) 206
(44,9) (45,9) 484
(45,9) (44,9) 134
(45,9) (46,9) 275
(46,9) (45,9) 499
(46,9) (47,9) 89
(47,9) (46,9) 267
(47,9) (48,9) 86
(48,9) (47,9) 25
(48,9) (49,9) 104
(49,9) (48,9) 112
(49,9) (50,9) 74
(50,9) (49,9) 167
(50,9) (51,9) 105
(51,9) (50,9) 298
(51,9) (52,9) 269
(52,9) (51,9) 381
(52,9) (53,9) 137
(53,9) (52,9) 195
(53,9) (54,9) 409
(54,9) (53,9) 95
(54,9) (55,9) 442
(55,9) (54,9) 213
(55,9) (56,9) 243
(56,9) (55,9) 93
(56,9) (57,9) 45
(57,9) (56,9) 156
(57,9) (58,9) 433
(58,9) (57,9) 369
(58,9) (59,9) 140
(59,9) (58,9) 441
(59,9) (60,9) 151
(60,9) (59,9) 410
(60,9) (61,9) 478
(61,9) (60,9) 30
(61,9) (62,9) 253
(62,9) (61,9) 165
(62,9) (63,9) 382
(63,9) (62,9) 205
(63,9) (64,9) 141
(64,9) (63,9) 99
(64,9) (65,9) 500
(65,9) (64,9) 466
(65,9) (66,9) 329
(66,9) (65,9) 211
(66,9) (67,9) 358
(67,9) (66,9) 317
(67,9) (68,9) 277
(68,9) (67,9) 150
(68,9) (69,9) 69
(69,9) (68,9) 404
(69,9) (70,9) 422
(70,9) (69,9) 73
(70,9) (71,9) 312
(71,9) (70,9) 209
(71,9) (72,9) 66
(72,9) (71,9) 146
(72,9) (73,9) 235
(73,9) (72,9) 24
(73,9) (74,9) 19
(74,9) (73,9) 171
(74,9) (75,9) 299
(75,9) (74,9) 309
(75,9) (76,9) 391
(76,9) (75,9) 249
(76,9) (77,9) 458
(77,9) (76,9) 165
(77,9) (78,9) 207
(78,9) (77,9) 165
(78,9) (79,9) 265
(79,9) (78,9) 155
(79,9) (80,9) 257
(80,9) (79,9) 21
(80,9) (81,9) 462
(81,9) (80,9) 322
(81,9) (82,9) 116
(82,9) (81,9) 470
(82,9) (83,9) 491
(83,9) (82,9) 22
(83,9) (84,9) 182
(84,9) (83,9) 168
(84,9) (85,9) 345
(85,9) (84,9) 493
(85,9) (86,9) 460
(86,9) (85,9) 452
(86,9) (87,9) 186
(87,9) (86,9) 219
(87,9) (88,9) 106
(88,9) (87,9) 382
(88,9) (89,9) 330
(89,9) (88,9) 117
(89,9) (90,9) 439
(90,9) (89,9) 327
(90,9) (91,9) 494
(91,9) (90,9) 60
(91,9) (92,9) 482
(92,9) (91,9) 352
(92,9) (93,9) 132
(93,9) (92,9) 342
(93,9) (94,9) 243
(94,9) (93,9) 471
(94,9) (95,9) 67
(95,9) (94,9) 111
(95,9) (96,9) 207
(96,9) (95,9) 460
(96,9) (97,9) 406
(97,9) (96,9) 357
(97,9) (98,9) 2
(98,9) (97,9) 320
(98,9) (99,9) 146
(99,9) (98,9) 468
(99,9) (100,9) 363
(100,9) (99,9) 185
(100,9) (101,9) 57
(101,9) (100,9) 50
(101,9) (102,9) 455
(102,9) (101,9) 351
(102,9) (103,9) 57
(103,9) (102,9) 56
(103,9) (104,9) 148
(104,9) (103,9) 401
(104,9) (105,9) 202
(105,9) (104,9) 360
(105,9) (106,9) 281
(106,9) (105,9) 25
(106,9) (107,9) 7
(107,9) (106,9) 343
(107,9) (108,9) 139
(108,9) (107,9) 267
(108,9) (109,9) 239
(109,9) (108,9) 125
(109,9) (110,9) 86
(110,9) (109,9) 440
(110,9) (111,9) 351
(111,9) (110,9) 390
(111,9) (112,9) 425
(112,9) (111,9) 132
(112,9) (113,9) 454
(113,9) (112,9) 284
(113,9) (114,9) 65
(114,9) (113,9) 253
(114,9) (115,9) 114
(115,9) (114,9) 101
(115,9) (116,9) 417
(116,9) (115,9) 39
(116,9) (117,9) 189
(117,9) (116,9) 480
(117,9) (118,9) 96
(118,9) (117,9) 398
(118,9) (119,9) 239
(119,9) (118,9) 412
(119,9) (120,9) 288
(120,9) (119,9) 399
(120,9) (121,9) 418
(121,9) (120,9) 456
(121,9) (122,9) 378
(122,9) (121,9) 244
(122,9) (123,9) 414
(123,9) (122,9) 329
(123,9) (124,9) 378
(124,9) (123,9) 210
(124,9) (125,9) 4
(125,9) (124,9) 490
(125,9) (126,9) 392
(126,9) (125,9) 79
(126,9) (127,9) 65
(127,9) (126,9) 267
(127,9) (128,9) 459
(128,9) (127,9) 261
(128,9) (129,9) 240
(129,9) (128,9) 214
(129,9) (130,9) 348
(130,9) (129,9) 146
(130,9) (131,9) 20
(131,9) (130,9) 330
(131,9) (132,9) 303
(132,9) (131,9) 192
(132,9) (133,9) 373
(133,9) (132,9) 161
(133,9) (134,9) 301
(134,9) (133,9) 382
(134,9) (135,9) 194
(135,9) (134,9) 246
(135,9) (136,9) 277
(136,9) (135,9) 124
(136,9) (137,9) 88
(137,9) (136,9) 152
(137,9) (138,9) 88
(138,9) (137,9) 216
(138,9) (139,9) 441
(139,9) (138,9) 467
(139,9) (140,9) 156
(140,9) (139,9) 80
(140,9) (141,9) 319
(141,9) (140,9) 33
(141,9) (142,9) 414
(142,9) (141,9) 89
(142,9) (143,9) 158
(143,9) (142,9) 44
(143,9) (144,9) 44
(144,9) (143,9) 403
(144,9) (145,9) 101
(145,9) (144,9) 62
(145,9) (146,9) 110
(146,9) (145,9) 467
(146,9) (147,9) 214
(147,9) (146,9) 186
(147,9) (148,9) 322
(148,9) (147,9) 398
(148,9) (149,9) 308
(149,9) (148,9) 191
(149,9) (150,9) 439
(150,9) (149,9) 403
(150,9) (151,9) 413
(151,9) (150,9) 375
(151,9) (152,9) 299
(152,9) (151,9) 276
(152,9) (153,9) 154
(153,9) (152,9) 30
(153,9) (154,9) 356
(154,9) (153,9) 89
(154,9) (155,9) 238
(155,9) (154,9) 65
(155,9) (156,9) 9
(156,9) (155,9) 39
(156,9) (157,9) 96
(157,9) (156,9) 226
(157,9) (158,9) 2
(158,9) (157,9) 329
(158,9) (159,9) 285
(159,9) (158,9) 342
(159,9) (160,9) 153
(160,9) (159,9) 350
(160,9) (161,9) 493
(161,9) (160,9) 339
(161,9) (162,9) 241
(162,9) (161,9) 26
(162,9) (163,9) 79
(163,9) (162,9) 75
(163,9) (164,9) 169
(164,9) (163,9) 94
(164,9) (165,9) 448
(165,9) (164,9) 321
(165,9) (166,9) 111
(166,9) (165,9) 67
(166,9) (167,9) 385
(167,9) (166,9) 399
(167,9) (168,9) 487
(168,9) (167,9) 231
(168,9) (169,9) 376
(169,9) (168,9) 85
(169,9) (170,9) 102
(170,9) (169,9) 28
(170,9) (171,9) 340
(171,9) (170,9) 14
(171,9) (172,9) 312
(172,9) (171,9) 222
(172,9) (173,9) 203
(173,9) (172,9) 470
(173,9) (174,9) 109
(174,9) (173,9) 192
(174,9) (175,9) 486
(175,9) (174,9) 4
(175,9) (176,9) 25
(176,9) (175,9) 270
(176,9) (177,9) 44
(177,9) (176,9) 246
(177,9) (178,9) 160
(178,9) (177,9) 378
(178,9) (179,9) 239
(179,9) (178,9) 174
(179,9) (180,9) 25
(180,9) (179,9) 336
(180,9) (181,9) 195
(181,9) (180,9) 311
(181,9) (182,9) 191
(182,9) (181,9) 485
(182,9) (183,9) 308
(183,9) (182,9) 461
(183,9) (184,9) 73
(184,9) (183,9) 24
(184,9) (185,9) 284
(185,9) (184,9) 470
(185,9) (186,9) 463
(186,9) (185,9) 93
(186,9) (187,9) 68
(187,9) (186,9) 475
(187,9) (188,9) 117
(188,9) (187,9) 144
(188,9) (189,9) 159
(189,9) (188,9) 79
(189,9) (190,9) 240
(190,9) (189,9) 493
(1,10) (2,10) 193
(2,10) (1,10) 324
(2,10) (3,10) 9
(3,10) (2,10) 146
(3,10) (4,10) 433
(4,10) (3,10) 116
(4,10) (5,10) 183
(5,10) (4,10) 140
(5,10) (6,10) 31
(6,10) (5,10) 430
(6,10) (7,10) 369
(7,10) (6,10) 356
(7,10) (8,10) 461
(8,10) (7,10) 389
(8,10) (9,10) 129
(9,10) (8,10) 262
(9,10) (10,10) 184
(10,10) (9,10) 310
(10,10) (11,10) 372
(11,10) (10,10) 457
(11,10) (12,10) 120
(12,10) (11,10) 487
(12,10) (13,10) 69
(13,10) (12,10) 147
(13,10) (14,10) 84
(14,10) (13,10) 72
(14,10) (15,10) 293
(15,10) (14,10) 470
(15,10) (16,10) 233
(16,10) (15,10) 387
(16,10) (17,10) 489
(17,10) (16,10) 452
(17,10) (18,10) 319
(18,10) (17,10) 143
(18,10) (19,10) 33
(19,10) (18,10) 88
(19,10) (20,10) 258
(20,10) (19,10) 438
(20,10) (21,10) 230
(21,10) (20,10) 290
(21,10) (22,10) 86
(22,10) (21,10) 432
(22,10) (23,10) 330
(23,10) (22,10) 450
(23,10) (24,10) 388
(24,10) (23,10) 216
(24,10) (25,10) 499
(25,10) (24,10) 488
(25,10) (26,10) 117
(26,10) (25,10) 302
(26,10) (27,10) 312
(27,10) (26,10) 288
(27,10) (28,10) 193
(28,10) (27,10) 414
(28,10) (29,10) 157
(29,10) (28,10) 250
(29,10) (30,10) 406
(30,10) (29,10) 233
(30,10) (31,10) 92
(31,10) (30,10) 153
(31,10) (32,10) 185
(32,10) (31,10) 73
(32,10) (33,10) 390
(33,10) (32,10) 65
(33,10) (34,10) 267
(34,10) (33,10) 376
(34,10) (35,10) 348
(35,10) (34,10) 358
(35,10) (36,10) 277
(36,10) (35,10) 430
(36,10) (37,10) 288
(37,10) (36,10) 212
(37,10) (38,10) 480
(38,10) (37,10) 152
(38,10) (39,10) 56
(39,10) (38,10) 170
(39,10) (40,10) 234
(40,10) (39,10) 66
(40,10) (41,10) 370
(41,10) (40,10) 34
(41,10) (42,10) 489
(42,10) (41,10) 132
(42,10) (43,10) 239
(43,10) (42,10) 187
(43,10) (44,10) 163
(44,10) (43,10) 38
(44,10) (45,10) 236
(45,10) (44,10) 374
(45,10) (46,10) 90
(46,10) (45,10) 41
(46,10) (47,10) 337
(47,10) (46,10) 231
(47,10) (48,10) 207
(48,10) (47,10) 258
(48,10) (49,10) 285
(49,10) (48,10) 306
(49,10) (50,10) 81
(50,10) (49,10) 229
(50,10) (51,10) 202
(51,10) (50,10) 481
(51,10) (52,10) 386
(52,10) (51,10) 126
(52,10) (53,10) 131
(53,10) (52,10) 468
(53,10) (54,10) 417
(54,10) (53,10) 497
(54,10) (55,10) 322
(55,10) (54,10) 159
(55,10) (56,10) 472
(56,10) (55,10) 465
(56,10) (57,10) 483
(57,10) (56,10) 173
(57,10) (58,10) 486
(58,10) (57,10) 269
(58,10) (59,10) 314
(59,10) (58,10) 44
(59,10) (60,10) 174
(60,10) (59,10) 446
(60,10) (61,10) 208
(61,10) (60,10) 492
(61,10) (62,10) 386
(62,10) (61,10) 252
(62,10) (63,10) 409
(63,10) (62,10) 117
(63,10) (64,10) 123
(64,10) (63,10) 120
(64,10) (65,10) 216
(65,10) (64,10) 416
(65,10) (66,10) 109
(66,10) (65,10) 87
(66,10) (67,10) 432
(67,10) (66,10) 145
(67,10) (68,10) 475
(68,10) (67,10) 201
(68,10) (69,10) 82
(69,10) (68,10) 157
(69,10) (70,10) 258
(70,10) (69,10) 148
(70,10) (71,10) 220
(71,10) (70,10) 19
(71,10) (72,10) 198
(72,10) (71,10) 480
(72,10) (73,10) 365
(73,10) (72,10) 480
(73,10) (74,10) 411
(74,10) (73,10) 485
(74,10) (75,10) 444
(75,10) (74,10) 44
(75,10) (76,10) 481
(76,10) (75,10) 353
(76,10) (77,10) 431
(77,10) (76,10) 212
(77,10) (78,10) 80
(78,10) (77,10) 248
(78,10) (79,10) 71
(79,10) (78,10) 187
(79,10) (80,10) 376
(80,10) (79,10) 244
(80,10) (81,10) 298
(81,10) (80,10) 425
(81,10) (82,10) 212
(82,10) (81,10) 121
(82,10) (83,10) 370
(83,10) (82,10) 343
(83,10) (84,10) 22
(84,10) (83,10) 423
(84,10) (85,10) 129
(85,10) (84,10) 436
(85,10) (86,10) 26
(86,10) (85,10) 385
(86,10) (87,10) 27
(87,10) (86,10) 404
(87,10) (88,10) 152
(88,10) (87,10) 23
(88,10) (89,10) 135
(89,10) (88,10) 108
(89,10) (90,10) 389
(90,10) (89,10) 199
(90,10) (91,10) 50
(91,10) (90,10) 471
(91,10) (92,10) 222
(92,10) (91,10) 460
(92,10) (93,10) 463
(93,10) (92,10) 25
(93,10) (94,10) 235
(94,10) (93,10) 55
(94,10) (95,10) 208
(95,10) (94,10) 5
(95,10) (96,10) 39
(96,10) (95,10) 323
(96,10) (97,10) 330
(97,10) (96,10) 12
(97,10) (98,10) 281
(98,10) (97,10) 388
(98,10) (99,10) 487
(99,10) (98,10) 477
(99,10) (100,10) 156
(100,10) (99,10) 481
(100,10) (101,10) 108
(101,10) (100,10) 71
(101,10) (102,10) 445
(102,10) (101,10) 367
(102,10) (103,10) 39
(103,10) (102,10) 248
(103,10) (104,10) 261
(104,10) (103,10) 18
(104,10) (105,10) 191
(105,10) (104,10) 212
(105,10) (106,10) 306
(106,10) (105,10) 200
(106,10) (107,10) 23
(107,10) (106,10) 341
(107,10) (108,10) 379
(108,10) (107,10) 368
(108,10) (109,10) 346
(109,10) (108,10) 491
(109,10) (110,10) 124
(110,10) (109,10) 125
(110,10) (111,10) 215
(111,10) (110,10) 3
(111,10) (112,10) 236
(112,10) (111,10) 492
(112,10) (113,10) 478
(113,10) (112,10) 446
(113,10) (114,10) 101
(114,10) (113,10) 120
(114,10) (115,10) 263
(115,10) (114,10) 356
(115,10) (116,10) 269
(116,10) (115,10) 73
(116,10) (117,10) 359
(117,10) (116,10) 466
(117,10) (118,10) 476
(118,10) (117,10) 203
(118,10) (119,10) 459
(119,10) (118,10) 437
(119,10) (120,10) 127
(120,10) (119,10) 222
(120,10) (121,10) 372
(121,10) (120,10) 289
(121,10) (122,10) 160
(122,10) (121,10) 139
(122,10) (123,10) 312
(123,10) (122,10) 146
(123,10) (124,10) 41
(124,10) (123,10) 22
(124,10) (125,10) 294
(125,10) (124,10) 203
(125,10) (126,10) 269
(126,10) (125,10) 164
(126,10) (127,10) 173
(127,10) (126,10) 236
(127,10) (128,10) 310
(128,10) (127,10) 287
(128,10) (129,10) 121
(129,10) (128,10) 78
(129,10) (130,10) 482
(130,10) (129,10) 388
(130,10) (131,10) 215
(131,10) (130,10) 207
(131,10) (132,10) 237
(132,10) (131,10) 313
(132,10) (133,10) 10
(133,10) (132,10) 112
(133,10) (134,10) 413
(134,10) (133,10) 153
(134,10) (135,10) 143
(135,10) (134,10) 40
(135,10) (136,10) 400
(136,10) (135,10) 445
(136,10) (137,10) 9
(137,10) (136,10) 441
(137,10) (138,10) 67
(138,10) (137,10) 53
(138,10) (139,10) 200
(139,10) (138,10) 402
(139,10) (140,10) 355
(140,10) (139,10) 340
(140,10) (141,10) 493
(141,10) (140,10) 276
(141,10) (142,10) 320
(142,10) (141,10) 58
(142,10) (143,10) 342
(143,10) (142,10) 62
(143,10) (144,10) 3
(144,10) (143,10) 64
(144,10) (145,10) 222
(145,10) (144,10) 389
(145,10) (146,10) 426
(146,10) (145,10) 225
(146,10) (147,10) 55
(147,10) (146,10) 172
(147,10) (148,10) 200
(148,10) (147,10) 15
(148,10) (149,10) 401
(149,10) (148,10) 313
(149,10) (150,10) 47
(150,10) (149,10) 140
(150,10) (151,10) 44
(151,10) (150,10) 249
(151,10) (152,10) 84
(152,10) (151,10) 305
(152,10) (153,10) 108
(153,10) (152,10) 207
(153,10) (154,10) 397
(154,10) (153,10) 398
(154,10) (155,10) 269
(155,10) (154,10) 181
(155,10) (156,10) 367
(156,10) (155,10) 452
(156,10) (157,10) 417
(157,10) (156,10) 214
(157,10) (158,10) 37
(158,10) (157,10) 31
(158,10) (159,10) 192
(159,10) (158,10) 240
(159,10) (160,10) 461
(160,10) (159,10) 151
(160,10) (161,10) 315
(161,10) (160,10) 406
(161,10) (162,10) 260
(162,10) (161,10) 411
(162,10) (163,10) 234
(163,10) (162,10) 262
(163,10) (164,10) 241
(164,10) (163,10) 5
(164,10) (165,10) 61
(165,10) (164,10) 82
(165,10) (166,10) 227
(166,10) (165,10) 197
(166,10) (167,10) 474
(167,10) (166,10) 220
(167,10) (168,10) 49
(168,10) (167,10) 409
(168,10) (169,10) 220
(169,10) (168,10) 384
(169,10) (170,10) 324
(170,10) (169,10) 38
(170,10) (171,10) 343
(171,10) (170,10) 482
(171,10) (172,10) 423
(172,10) (171,10) 405
(172,10) (173,10) 164
(173,10) (172,10) 26
(173,10) (174,10) 458
(174,10) (173,10) 29
(174,10) (175,10) 306
(175,10) (174,10) 85
(175,10) (176,10) 21
(176,10) (175,10) 57
(176,10) (177,10) 19
(177,10) (176,10) 321
(177,10) (178,10) 65
(178,10) (177,10) 13
(178,10) (179,10) 137
(179,10) (178,10) 260
(179,10) (180,10) 37
(180,10) (179,10) 458
(180,10) (181,10) 432
(181,10) (180,10) 382
(181,10) (182,10) 443
(182,10) (181,10) 456
(182,10) (183,10) 344
(183,10) (182,10) 485
(183,10) (184,10) 401
(184,10) (183,10) 273
(184,10) (185,10) 433
(185,10) (184,10) 90
(185,10) (186,10) 375
(186,10) (185,10) 60
(186,10) (187,10) 283
(187,10) (186,10) 387
(187,10) (188,10) 92
(188,10) (187,10) 275
(188,10) (189,10) 401
(189,10) (188,10) 227
(189,10) (190,10) 337
(190,10) (189,10) 430
(1,11) (2,11) 190
(2,11) (1,11) 14
(2,11) (3,11) 471
(3,11) (2,11) 20
(3,11) (4,11) 122
(4,11) (3,11) 187
(4,11) (5,11) 168
(5,11) (4,11) 4
(5,11) (6,11) 323
(6,11) (5,11) 388
(6,11) (7,11) 292
(7,11) (6,11) 167
(7,11) (8,11) 359
(8,11) (7,11) 9
(8,11) (9,11) 362
(9,11) (8,11) 276
(9,11) (10,11) 247
(10,11) (9,11) 56
(10,11) (11,11) 169
(11,11) (10,11) 177
(11,11) (12,11) 258
(12,11) (11,11) 189
(12,11) (13,11) 419
(13,11) (12,11) 269
(13,11) (14,11) 297
(14,11) (13,11) 362
(14,11) (15,11) 1
(15,11) (14,11) 311
(15,11) (16,11) 415
(16,11) (15,11) 174
(16,11) (17,11) 341
(17,11) (16,11) 294
(17,11) (18,11) 444
(18,11) (17,11) 44
(18,11) (19,11) 378
(19,11) (18,11) 214
(19,11) (20,11) 323
(20,11) (19,11) 47
(20,11) (21,11) 221
(21,11) (20,11) 72
(21,11) (22,11) 477
(22,11) (21,11) 256
(22,11) (23,11) 197
(23,11) (22,11) 286
(23,11) (24,11) 118
(24,11) (23,11) 172
(24,11) (25,11) 468
(25,11) (24,11) 238
(25,11) (26,11) 158
(26,11) (25,11) 341
(26,11) (27,11) 365
(27,11) (26,11) 45
(27,11) (28,11) 301
(28,11) (27,11) 296
(28,11) (29,11) 158
(29,11) (28,11) 208
(29,11) (30,11) 500
(30,11) (29,11) 240
(30,11) (31,11) 208
(31,11) (30,11) 119
(31,11) (32,11) 104
(32,11) (31,11) 134
(32,11) (33,11) 42
(33,11) (32,11) 291
(33,11) (34,11) 129
(34,11) (33,11) 421
(34,11) (35,11) 52
(35,11) (34,11) 26
(35,11) (36,11) 468
(36,11) (35,11) 297
(36,11) (37,11) 348
(37,11) (36,11) 360
(37,11) (38,11) 34
(38,11) (37,11) 217
(38,11) (39,11) 146
(39,11) (38,11) 153
(39,11) (40,11) 149
(40,11) (39,11) 354
(40,11) (41,11) 281
(41,11) (40,11) 490
(41,11) (42,11) 222
(42,11) (41,11) 327
(42,11) (43,11) 73
(43,11) (42,11) 26
(43,11) (44,11) 249
(44,11) (43,11) 255
(44,11) (45,11) 482
(45,11) (44,11) 490
(45,11) (46,11) 364
(46,11) (45,11) 54
(46,11) (47,11) 115
(47,11) (46,11) 97
(47,11) (48,11) 147
(48,11) (47,11) 463
(48,11) (49,11) 213
(49,11) (48,11) 355
(49,11) (50,11) 13
(50,11) (49,11) 10
(50,11) (51,11) 27
(51,11) (50,11) 364
(51,11) (52,11) 124
(52,11) (51,11) 150
(52,11) (53,11) 246
(53,11) (52,11) 53
(53,11) (54,11) 91
(54,11) (53,11) 136
(54,11) (55,11) 37
(55,11) (54,11) 286
(55,11) (56,11) 393
(56,11) (55,11) 380
(56,11) (57,11) 410
(57,11) (56,11) 331
(57,11) (58,11) 66
(58,11) (57,11) 60
(58,11) (59,11) 53
(59,11) (58,11) 334
(59,11) (60,11) 54
(60,11) (59,11) 483
(60,11) (61,11) 251
(61,11) (60,11) 27
(61,11) (62,11) 486
(62,11) (61,11) 278
(62,11) (63,11) 71
(63,11) (62,11) 140
(63,11) (64,11) 272
(64,11) (63,11) 338
(64,11) (65,11) 293
(65,11) (64,11) 422
(65,11) (66,11) 467
(66,11) (65,11) 159
(66,11) (67,11) 20
(67,11) (66,11) 432
(67,11) (68,11) 467
(68,11) (67,11) 158
(68,11) (69,11) 222
(69,11) (68,11) 91
(69,11) (70,11) 119
(70,11) (69,11) 495
(70,11) (71,11) 63
(71,11) (70,11) 19
(71,11) (72,11) 436
(72,11) (71,11) 353
(72,11) (73,11) 334
(73,11) (72,11) 302
(73,11) (74,11) 143
(74,11) (73,11) 270
(74,11) (75,11) 348
(75,11) (74,11) 151
(75,11) (76,11) 456
(76,11) (75,11) 339
(76,11) (77,11) 27
(77,11) (76,11) 47
(77,11) (78,11) 262
(78,11) (77,11) 457
(78,11) (79,11) 148
(79,11) (78,11) 152
(79,11) (80,11) 410
(80,11) (79,11) 147
(80,11) (81,11) 150
(81,11) (80,11) 5
(81,11) (82,11) 60
(82,11) (81,11) 488
(82,11) (83,11) 74
(83,11) (82,11) 118
(83,11) (84,11) 493
(84,11) (83,11) 100
(84,11) (85,11) 448
(85,11) (84,11) 229
(85,11) (86,11) 223
(86,11) (85,11) 299
(86,11) (87,11) 271
(87,11) (86,11) 495
(87,11) (88,11) 283
(88,11) (87,11) 466
(88,11) (89,11) 486
(89,11) (88,11) 303
(89,11) (90,11) 213
(90,11) (89,11) 195
(90,11) (91,11) 467
(91,11) (90,11) 280
(91,11) (92,11) 119
(92,11) (91,11) 423
(92,11) (93,11) 288
(93,11) (92,11) 89
(93,11) (94,11) 87
(94,11) (93,11) 327
(94,11) (95,11) 410
(95,11) (94,11) 97
(95,11) (96,11) 91
(96,11) (95,11) 324
(96,11) (97,11) 85
(97,11) (96,11) 80
(97,11) (98,11) 275
(98,11) (97,11) 437
(98,11) (99,11) 303
(99,11) (98,11) 319
(99,11) (100,11) 34
(100,11) (99,11) 80
(100,11) (101,11) 80
(101,11) (100,11) 176
(101,11) (102,11) 54
(102,11) (101,11) 52
(102,11) (103,11) 71
(103,11) (102,11) 54
(103,11) (104,11) 475
(104,11) (103,11) 366
(104,11) (105,11) 448
(105,11) (104,11) 365
(105,11) (106,11) 35
(106,11) (105,11) 5
(106,11) (107,11) 214
(107,11) (106,11) 325
(107,11) (108,11) 19
(108,11) (107,11) 492
(108,11) (109,11) 149
(109,11) (108,11) 62
(109,11) (110,11) 186
(110,11) (109,11) 4
(110,11) (111,11) 32
(111,11) (110,11) 123
(111,11) (112,11) 222
(112,11) (111,11) 352
(112,11) (113,11) 328
(113,11) (112,11) 431
(113,11) (114,11) 448
(114,11) (113,11) 141
(114,11) (115,11) 137
(115,11) (114,11) 170
(115,11) (116,11) 382
(116,11) (115,11) 430
(116,11) (117,11) 143
(117,11) (116,11) 276
(117,11) (118,11) 473
(118,11) (117,11) 453
(118,11) (119,11) 105
(119,11) (118,11) 397
(119,11) (120,11) 250
(120,11) (119,11) 189
(120,11) (121,11) 454
(121,11) (120,11) 105
(121,11) (122,11) 465
(122,11) (121,11) 389
(122,11) (123,11) 148
(123,11) (122,11) 202
(123,11) (124,11) 352
(124,11) (123,11) 149
(124,11) (125,11) 198
(125,11) (124,11) 481
(125,11) (126,11) 150
(126,11) (125,11) 283
(126,11) (127,11) 411
(127,11) (126,11) 102
(127,11) (128,11) 111
(128,11) (127,11) 452
(128,11) (129,11) 346
(129,11) (128,11) 249
(129,11) (130,11) 425
(130,11) (129,11) 422
(130,11) (131,11) 81
(131,11) (130,11) 214
(131,11) (132,11) 381
(132,11) (131,11) 323
(132,11) (133,11) 264
(133,11) (132,11) 416
(133,11) (134,11) 200
(134,11) (133,11) 28
(134,11) (135,11) 458
(135,11) (134,11) 110
(135,11) (136,11) 122
(136,11) (135,11) 376
(136,11) (137,11) 351
(137,11) (136,11) 438
