s (1,1) 311
(169,23) (170,23) 240
(170,23) (169,23) 292
(170,23) (171,23) 192
(171,23) (170,23) 43
(171,23) (172,23) 457
(172,23) (171,23) 264
(172,23) (173,23) 487
(173,23) (172,23) 480
(173,23) (174,23) 432
(174,23) (173,23) 467
(174,23) (175,23) 422
(175,23) (174,23) 74
(175,23) (176,23) 448
(176,23) (175,23) 438
(176,23) (177,23) 144
(177,23) (176,23) 355
(177,23) (178,23) 486
(178,23) (177,23) 59
(178,23) (179,23) 129
(179,23) (178,23) 208
(179,23) (180,23) 42
(180,23) (179,23) 267
(180,23) (181,23) 262
(181,23) (180,23) 360
(181,23) (182,23) 238
(182,23) (181,23) 160
(182,23) (183,23) 26
(183,23) (182,23) 317
(183,23) (184,23) 456
(184,23) (183,23) 138
(184,23) (185,23) 324
(185,23) (184,23) 400
(185,23) (186,23) 47
(186,23) (185,23) 282
(186,23) (187,23) 388
(187,23) (186,23) 141
(187,23) (188,23) 13
(188,23) (187,23) 161
(188,23) (189,23) 460
(189,23) (188,23) 149
(189,23) (190,23) 256
(190,23) (189,23) 107
(190,23) (191,23) 231
(191,23) (190,23) 309
(191,23) (192,23) 442
(192,23) (191,23) 452
(192,23) (193,23) 1
(193,23) (192,23) 188
(193,23) (194,23) 172
(194,23) (193,23) 393
(194,23) (195,23) 210
(195,23) (194,23) 180
(195,23) (196,23) 46
(196,23) (195,23) 346
(196,23) (197,23) 49
(197,23) (196,23) 354
(197,23) (198,23) 417
(198,23) (197,23) 495
(198,23) (199,23) 177
(199,23) (198,23) 340
(199,23) (200,23) 231
(200,23) (199,23) 56
(200,23) (201,23) 475
(201,23) (200,23) 73
(201,23) (202,23) 45
(202,23) (201,23) 280
(202,23) (203,23) 143
(203,23) (202,23) 88
(203,23) (204,23) 95
(204,23) (203,23) 282
(204,23) (205,23) 206
(205,23) (204,23) 209
(205,23) (206,23) 411
(206,23) (205,23) 253
(206,23) (207,23) 245
(207,23) (206,23) 82
(207,23) (208,23) 116
(208,23) (207,23) 95
(208,23) (209,23) 11
(209,23) (208,23) 269
(209,23) (210,23) 330
(210,23) (209,23) 69
(210,23) (211,23) 233
(211,23) (210,23) 308
(211,23) (212,23) 279
(212,23) (211,23) 341
(212,23) (213,23) 394
(213,23) (212,23) 65
(213,23) (214,23) 258
(214,23) (213,23) 53
(214,23) (215,23) 187
(215,23) (214,23) 127
(215,23) (216,23) 36
(216,23) (215,23) 164
(216,23) (217,23) 193
(217,23) (216,23) 188
(217,23) (218,23) 280
(218,23) (217,23) 131
(218,23) (219,23) 406
(219,23) (218,23) 125
(219,23) (220,23) 364
(220,23) (219,23) 450
(1,24) (2,24) 375
(2,24) (1,24) 269
(2,24) (3,24) 434
(3,24) (2,24) 300
(3,24) (4,24) 327
(4,24) (3,24) 460
(4,24) (5,24) 333
(5,24) (4,24) 241
(5,24) (6,24) 494
(6,24) (5,24) 411
(6,24) (7,24) 376
(7,24) (6,24) 8
(7,24) (8,24) 473
(8,24) (7,24) 118
(8,24) (9,24) 197
(9,24) (8,24) 174
(9,24) (10,24) 85
(10,24) (9,24) 110
(10,24) (11,24) 392
(11,24) (10,24) 286
(11,24) (12,24) 27
(12,24) (11,24) 366
(12,24) (13,24) 15
(13,24) (12,24) 70
(13,24) (14,24) 378
(14,24) (13,24) 17
(14,24) (15,24) 442
(15,24) (14,24) 50
(15,24) (16,24) 137
(16,24) (15,24) 354
(16,24) (17,24) 216
(17,24) (16,24) 345
(17,24) (18,24) 296
(18,24) (17,24) 364
(18,24) (19,24) 64
(19,24) (18,24) 237
(19,24) (20,24) 430
(20,24) (19,24) 189
(20,24) (21,24) 399
(21,24) (20,24) 196
(21,24) (22,24) 270
(22,24) (21,24) 465
(22,24) (23,24) 235
(23,24) (22,24) 161
(23,24) (24,24) 398
(24,24) (23,24) 87
(24,24) (25,24) 328
(25,24) (24,24) 248
(25,24) (26,24) 214
(26,24) (25,24) 396
(26,24) (27,24) 375
(27,24) (26,24) 396
(27,24) (28,24) 294
(28,24) (27,24) 197
(28,24) (29,24) 108
(29,24) (28,24) 426
(29,24) (30,24) 90
(30,24) (29,24) 349
(30,24) (31,24) 346
(31,24) (30,24) 183
(31,24) (32,24) 278
(32,24) (31,24) 324
(32,24) (33,24) 83
(33,24) (32,24) 295
(33,24) (34,24) 90
(34,24) (33,24) 2
(34,24) (35,24) 266
(35,24) (34,24) 480
(35,24) (36,24) 54
(36,24) (35,24) 275
(36,24) (37,24) 64
(37,24) (36,24) 495
(37,24) (38,24) 327
(38,24) (37,24) 207
(38,24) (39,24) 465
(39,24) (38,24) 41
(39,24) (40,24) 105
(40,24) (39,24) 147
(40,24) (41,24) 204
(41,24) (40,24) 259
(41,24) (42,24) 453
(42,24) (41,24) 216
(42,24) (43,24) 188
(43,24) (42,24) 232
(43,24) (44,24) 15
(44,24) (43,24) 144
(44,24) (45,24) 434
(45,24) (44,24) 397
(45,24) (46,24) 41
(46,24) (45,24) 319
(46,24) (47,24) 385
(47,24) (46,24) 120
(47,24) (48,24) 80
(48,24) (47,24) 39
(48,24) (49,24) 320
(49,24) (48,24) 44
(49,24) (50,24) 3
(50,24) (49,24) 416
(50,24) (51,24) 310
(51,24) (50,24) 252
(51,24) (52,24) 137
(52,24) (51,24) 179
(52,24) (53,24) 209
(53,24) (52,24) 58
(53,24) (54,24) 261
(54,24) (53,24) 82
(54,24) (55,24) 192
(55,24) (54,24) 476
(55,24) (56,24) 86
(56,24) (55,24) 370
(56,24) (57,24) 344
(57,24) (56,24) 203
(57,24) (58,24) 425
(58,24) (57,24) 69
(58,24) (59,24) 322
(59,24) (58,24) 213
(59,24) (60,24) 266
(60,24) (59,24) 23
(60,24) (61,24) 23
(61,24) (60,24) 217
(61,24) (62,24) 307
(62,24) (61,24) 108
(62,24) (63,24) 313
(63,24) (62,24) 173
(63,24) (64,24) 377
(64,24) (63,24) 206
(64,24) (65,24) 377
(65,24) (64,24) 300
(65,24) (66,24) 480
(66,24) (65,24) 498
(66,24) (67,24) 66
(67,24) (66,24) 218
(67,24) (68,24) 134
(68,24) (67,24) 221
(68,24) (69,24) 73
(69,24) (68,24) 309
(69,24) (70,24) 456
(70,24) (69,24) 94
(70,24) (71,24) 60
(71,24) (70,24) 122
(71,24) (72,24) 152
(72,24) (71,24) 151
(72,24) (73,24) 418
(73,24) (72,24) 449
(73,24) (74,24) 168
(74,24) (73,24) 8
(74,24) (75,24) 317
(75,24) (74,24) 61
(75,24) (76,24) 177
(76,24) (75,24) 37
(76,24) (77,24) 261
(77,24) (76,24) 304
(77,24) (78,24) 416
(78,24) (77,24) 491
(78,24) (79,24) 408
(79,24) (78,24) 428
(79,24) (80,24) 241
(80,24) (79,24) 435
(80,24) (81,24) 84
(81,24) (80,24) 408
(81,24) (82,24) 118
(82,24) (81,24) 478
(82,24) (83,24) 257
(83,24) (82,24) 285
(83,24) (84,24) 103
(84,24) (83,24) 273
(84,24) (85,24) 14
(85,24) (84,24) 237
(85,24) (86,24) 388
(86,24) (85,24) 389
(86,24) (87,24) 192
(87,24) (86,24) 130
(87,24) (88,24) 376
(88,24) (87,24) 128
(88,24) (89,24) 175
(89,24) (88,24) 435
(89,24) (90,24) 277
(90,24) (89,24) 268
(90,24) (91,24) 441
(91,24) (90,24) 193
(91,24) (92,24) 13
(92,24) (91,24) 256
(92,24) (93,24) 412
(93,24) (92,24) 361
(93,24) (94,24) 192
(94,24) (93,24) 200
(94,24) (95,24) 370
(95,24) (94,24) 374
(95,24) (96,24) 225
(96,24) (95,24) 445
(96,24) (97,24) 46
(97,24) (96,24) 354
(97,24) (98,24) 15
(98,24) (97,24) 498
(98,24) (99,24) 464
(99,24) (98,24) 331
(99,24) (100,24) 304
(100,24) (99,24) 487
(100,24) (101,24) 366
(101,24) (100,24) 88
(101,24) (102,24) 21
(102,24) (101,24) 401
(102,24) (103,24) 235
(103,24) (102,24) 108
(103,24) (104,24) 73
(104,24) (103,24) 184
(104,24) (105,24) 250
(105,24) (104,24) 271
(105,24) (106,24) 496
(106,24) (105,24) 69
(106,24) (107,24) 431
(107,24) (106,24) 229
(107,24) (108,24) 181
(108,24) (107,24) 406
(108,24) (109,24) 470
(109,24) (108,24) 332
(109,24) (110,24) 87
(110,24) (109,24) 456
(110,24) (111,24) 17
(111,24) (110,24) 498
(111,24) (112,24) 153
(112,24) (111,24) 467
(112,24) (113,24) 242
(113,24) (112,24) 496
(113,24) (114,24) 149
(114,24) (113,24) 326
(114,24) (115,24) 94
(115,24) (114,24) 277
(115,24) (116,24) 54
(116,24) (115,24) 251
(116,24) (117,24) 166
(117,24) (116,24) 8
(117,24) (118,24) 271
(118,24) (117,24) 122
(118,24) (119,24) 96
(119,24) (118,24) 478
(119,24) (120,24) 176
(120,24) (119,24) 338
(120,24) (121,24) 318
(121,24) (120,24) 364
(121,24) (122,24) 49
(122,24) (121,24) 464
(122,24) (123,24) 409
(123,24) (122,24) 216
(123,24) (124,24) 38
(124,24) (123,24) 145
(124,24) (125,24) 125
(125,24) (124,24) 298
(125,24) (126,24) 473
(126,24) (125,24) 102
(126,24) (127,24) 311
(127,24) (126,24) 386
(127,24) (128,24) 212
(128,24) (127,24) 291
(128,24) (129,24) 286
(129,24) (128,24) 117
(129,24) (130,24) 174
(130,24) (129,24) 297
(130,24) (131,24) 319
(131,24) (130,24) 26
(131,24) (132,24) 113
(132,24) (131,24) 477
(132,24) (133,24) 145
(133,24) (132,24) 380
(133,24) (134,24) 286
(134,24) (133,24) 139
(134,24) (135,24) 416
(135,24) (134,24) 342
(135,24) (136,24) 332
(136,24) (135,24) 43
(136,24) (137,24) 290
(137,24) (136,24) 302
(137,24) (138,24) 448
(138,24) (137,24) 444
(138,24) (139,24) 166
(139,24) (138,24) 227
(139,24) (140,24) 279
(140,24) (139,24) 179
(140,24) (141,24) 170
(141,24) (140,24) 417
(141,24) (142,24) 254
(142,24) (141,24) 191
(142,24) (143,24) 459
(143,24) (142,24) 179
(143,24) (144,24) 390
(144,24) (143,24) 439
(144,24) (145,24) 372
(145,24) (144,24) 261
(145,24) (146,24) 196
(146,24) (145,24) 483
(146,24) (147,24) 259
(147,24) (146,24) 12
(147,24) (148,24) 60
(148,24) (147,24) 81
(148,24) (149,24) 381
(149,24) (148,24) 188
(149,24) (150,24) 106
(150,24) (149,24) 68
(150,24) (151,24) 141
(151,24) (150,24) 385
(151,24) (152,24) 358
(152,24) (151,24) 192
(152,24) (153,24) 319
(153,24) (152,24) 9
(153,24) (154,24) 9
(154,24) (153,24) 485
(154,24) (155,24) 331
(155,24) (154,24) 237
(155,24) (156,24) 442
(156,24) (155,24) 385
(156,24) (157,24) 165
(157,24) (156,24) 375
(157,24) (158,24) 255
(158,24) (157,24) 6
(158,24) (159,24) 182
(159,24) (158,24) 361
(159,24) (160,24) 417
(160,24) (159,24) 48
(160,24) (161,24) 257
(161,24) (160,24) 252
(161,24) (162,24) 429
(162,24) (161,24) 5
(162,24) (163,24) 483
(163,24) (162,24) 356
(163,24) (164,24) 148
(164,24) (163,24) 422
(164,24) (165,24) 104
(165,24) (164,24) 344
(165,24) (166,24) 420
(166,24) (165,24) 170
(166,24) (167,24) 474
(167,24) (166,24) 42
(167,24) (168,24) 306
(168,24) (167,24) 235
(168,24) (169,24) 69
(169,24) (168,24) 353
(169,24) (170,24) 289
(170,24) (169,24) 428
(170,24) (171,24) 490
(171,24) (170,24) 267
(171,24) (172,24) 171
(172,24) (171,24) 19
(172,24) (173,24) 146
(173,24) (172,24) 110
(173,24) (174,24) 222
(174,24) (173,24) 255
(174,24) (175,24) 286
(175,24) (174,24) 127
(175,24) (176,24) 302
(176,24) (175,24) 250
(176,24) (177,24) 337
(177,24) (176,24) 23
(177,24) (178,24) 275
(178,24) (177,24) 478
(178,24) (179,24) 365
(179,24) (178,24) 33
(179,24) (180,24) 472
(180,24) (179,24) 310
(180,24) (181,24) 39
(181,24) (180,24) 344
(181,24) (182,24) 290
(182,24) (181,24) 232
(182,24) (183,24) 231
(183,24) (182,24) 402
(183,24) (184,24) 235
(184,24) (183,24) 425
(184,24) (185,24) 264
(185,24) (184,24) 291
(185,24) (186,24) 226
(186,24) (185,24) 273
(186,24) (187,24) 302
(187,24) (186,24) 345
(187,24) (188,24) 463
(188,24) (187,24) 125
(188,24) (189,24) 489
(189,24) (188,24) 108
(189,24) (190,24) 108
(190,24) (189,24) 427
(190,24) (191,24) 85
(191,24) (190,24) 62
(191,24) (192,24) 111
(192,24) (191,24) 217
(192,24) (193,24) 211
(193,24) (192,24) 388
(193,24) (194,24) 285
(194,24) (193,24) 71
(194,24) (195,24) 304
(195,24) (194,24) 97
(195,24) (196,24) 345
(196,24) (195,24) 407
(196,24) (197,24) 30
(197,24) (196,24) 469
(197,24) (198,24) 369
(198,24) (197,24) 491
(198,24) (199,24) 333
(199,24) (198,24) 121
(199,24) (200,24) 305
(200,24) (199,24) 110
(200,24) (201,24) 243
(201,24) (200,24) 406
(201,24) (202,24) 357
(202,24) (201,24) 311
(202,24) (203,24) 315
(203,24) (202,24) 451
(203,24) (204,24) 153
(204,24) (203,24) 131
(204,24) (205,24) 17
(205,24) (204,24) 472
(205,24) (206,24) 465
(206,24) (205,24) 497
(206,24) (207,24) 475
(207,24) (206,24) 17
(207,24) (208,24) 464
(208,24) (207,24) 173
(208,24) (209,24) 188
(209,24) (208,24) 393
(209,24) (210,24) 130
(210,24) (209,24) 435
(210,24) (211,24) 453
(211,24) (210,24) 177
(211,24) (212,24) 282
(212,24) (211,24) 39
(212,24) (213,24) 453
(213,24) (212,24) 70
(213,24) (214,24) 305
(214,24) (213,24) 445
(214,24) (215,24) 371
(215,24) (214,24) 474
(215,24) (216,24) 221
(216,24) (215,24) 206
(216,24) (217,24) 203
(217,24) (216,24) 21
(217,24) (218,24) 142
(218,24) (217,24) 250
(218,24) (219,24) 70
(219,24) (218,24) 284
(219,24) (220,24) 10
(220,24) (219,24) 197
(1,25) (2,25) 119
(2,25) (1,25) 355
(2,25) (3,25) 358
(3,25) (2,25) 98
(3,25) (4,25) 58
(4,25) (3,25) 413
(4,25) (5,25) 4
(5,25) (4,25) 106
(5,25) (6,25) 420
(6,25) (5,25) 81
(6,25) (7,25) 284
(7,25) (6,25) 134
(7,25) (8,25) 450
(8,25) (7,25) 60
(8,25) (9,25) 116
(9,25) (8,25) 268
(9,25) (10,25) 271
(10,25) (9,25) 122
(10,25) (11,25) 59
(11,25) (10,25) 437
(11,25) (12,25) 449
(12,25) (11,25) 370
(12,25) (13,25) 403
(13,25) (12,25) 261
(13,25) (14,25) 184
(14,25) (13,25) 378
(14,25) (15,25) 101
(15,25) (14,25) 430
(15,25) (16,25) 22
(16,25) (15,25) 328
(16,25) (17,25) 102
(17,25) (16,25) 454
(17,25) (18,25) 255
(18,25) (17,25) 375
(18,25) (19,25) 353
(19,25) (18,25) 465
(19,25) (20,25) 288
(20,25) (19,25) 58
(20,25) (21,25) 288
(21,25) (20,25) 132
(21,25) (22,25) 459
(22,25) (21,25) 40
(22,25) (23,25) 234
(23,25) (22,25) 265
(23,25) (24,25) 122
(24,25) (23,25) 404
(24,25) (25,25) 206
(25,25) (24,25) 171
(25,25) (26,25) 377
(26,25) (25,25) 35
(26,25) (27,25) 81
(27,25) (26,25) 301
(27,25) (28,25) 79
(28,25) (27,25) 145
(28,25) (29,25) 138
(29,25) (28,25) 398
(29,25) (30,25) 354
(30,25) (29,25) 381
(30,25) (31,25) 271
(31,25) (30,25) 368
(31,25) (32,25) 275
(32,25) (31,25) 277
(32,25) (33,25) 268
(33,25) (32,25) 444
(33,25) (34,25) 472
(34,25) (33,25) 42
(34,25) (35,25) 236
(35,25) (34,25) 158
(35,25) (36,25) 444
(36,25) (35,25) 52
(36,25) (37,25) 359
(37,25) (36,25) 299
(37,25) (38,25) 1
(38,25) (37,25) 190
(38,25) (39,25) 376
(39,25) (38,25) 71
(39,25) (40,25) 237
(40,25) (39,25) 466
(40,25) (41,25) 165
(41,25) (40,25) 328
(41,25) (42,25) 315
(42,25) (41,25) 424
(42,25) (43,25) 145
(43,25) (42,25) 193
(43,25) (44,25) 146
(44,25) (43,25) 134
(44,25) (45,25) 334
(45,25) (44,25) 431
(45,25) (46,25) 485
(46,25) (45,25) 240
(46,25) (47,25) 22
(47,25) (46,25) 188
(47,25) (48,25) 301
(48,25) (47,25) 305
(48,25) (49,25) 185
(49,25) (48,25) 237
(49,25) (50,25) 168
(50,25) (49,25) 162
(50,25) (51,25) 277
(51,25) (50,25) 138
(51,25) (52,25) 426
(52,25) (51,25) 82
(52,25) (53,25) 486
(53,25) (52,25) 210
(53,25) (54,25) 217
(54,25) (53,25) 380
(54,25) (55,25) 422
(55,25) (54,25) 493
(55,25) (56,25) 76
(56,25) (55,25) 153
(56,25) (57,25) 68
(57,25) (56,25) 359
(57,25) (58,25) 401
(58,25) (57,25) 386
(58,25) (59,25) 441
(59,25) (58,25) 141
(59,25) (60,25) 93
(60,25) (59,25) 418
(60,25) (61,25) 196
(61,25) (60,25) 15
(61,25) (62,25) 168
(62,25) (61,25) 64
(62,25) (63,25) 239
(63,25) (62,25) 9
(63,25) (64,25) 433
(64,25) (63,25) 265
(64,25) (65,25) 12
(65,25) (64,25) 371
(65,25) (66,25) 1
(66,25) (65,25) 313
(66,25) (67,25) 341
(67,25) (66,25) 113
(67,25) (68,25) 499
(68,25) (67,25) 269
(68,25) (69,25) 29
(69,25) (68,25) 331
(69,25) (70,25) 461
(70,25) (69,25) 224
(70,25) (71,25) 447
(71,25) (70,25) 414
(71,25) (72,25) 242
(72,25) (71,25) 226
(72,25) (73,25) 144
(73,25) (72,25) 180
(73,25) (74,25) 79
(74,25) (73,25) 291
(74,25) (75,25) 479
(75,25) (74,25) 414
(75,25) (76,25) 365
(76,25) (75,25) 80
(76,25) (77,25) 500
(77,25) (76,25) 85
(77,25) (78,25) 132
(78,25) (77,25) 286
(78,25) (79,25) 27
(79,25) (78,25) 391
(79,25) (80,25) 154
(80,25) (79,25) 412
(80,25) (81,25) 189
(81,25) (80,25) 260
(81,25) (82,25) 500
(82,25) (81,25) 482
(82,25) (83,25) 401
(83,25) (82,25) 221
(83,25) (84,25) 178
(84,25) (83,25) 324
(84,25) (85,25) 319
(85,25) (84,25) 108
(85,25) (86,25) 295
(86,25) (85,25) 312
(86,25) (87,25) 13
(87,25) (86,25) 250
(87,25) (88,25) 467
(88,25) (87,25) 353
(88,25) (89,25) 244
(89,25) (88,25) 246
(89,25) (90,25) 152
(90,25) (89,25) 117
(90,25) (91,25) 341
(91,25) (90,25) 172
(91,25) (92,25) 272
(92,25) (91,25) 458
(92,25) (93,25) 329
(93,25) (92,25) 98
(93,25) (94,25) 297
(94,25) (93,25) 13
(94,25) (95,25) 456
(95,25) (94,25) 86
(95,25) (96,25) 352
(96,25) (95,25) 367
(96,25) (97,25) 429
(97,25) (96,25) 313
(97,25) (98,25) 488
(98,25) (97,25) 437
(98,25) (99,25) 384
(99,25) (98,25) 308
(99,25) (100,25) 443
(100,25) (99,25) 260
(100,25) (101,25) 488
(101,25) (100,25) 334
(101,25) (102,25) 180
(102,25) (101,25) 243
(102,25) (103,25) 459
(103,25) (102,25) 478
(103,25) (104,25) 43
(104,25) (103,25) 233
(104,25) (105,25) 497
(105,25) (104,25) 243
(105,25) (106,25) 69
(106,25) (105,25) 75
(106,25) (107,25) 301
(107,25) (106,25) 322
(107,25) (108,25) 320
(108,25) (107,25) 254
(108,25) (109,25) 136
(109,25) (108,25) 347
(109,25) (110,25) 283
(110,25) (109,25) 297
(110,25) (111,25) 107
(111,25) (110,25) 439
(111,25) (112,25) 500
(112,25) (111,25) 350
(112,25) (113,25) 96
(113,25) (112,25) 286
(113,25) (114,25) 331
(114,25) (113,25) 67
(114,25) (115,25) 25
(115,25) (114,25) 234
(115,25) (116,25) 131
(116,25) (115,25) 137
(116,25) (117,25) 233
(117,25) (116,25) 270
(117,25) (118,25) 463
(118,25) (117,25) 145
(118,25) (119,25) 125
(119,25) (118,25) 297
(119,25) (120,25) 375
(120,25) (119,25) 247
(120,25) (121,25) 483
(121,25) (120,25) 126
(121,25) (122,25) 342
(122,25) (121,25) 496
(122,25) (123,25) 497
(123,25) (122,25) 272
(123,25) (124,25) 308
(124,25) (123,25) 124
(124,25) (125,25) 148
(125,25) (124,25) 318
(125,25) (126,25) 489
(126,25) (125,25) 418
(126,25) (127,25) 241
(127,25) (126,25) 390
(127,25) (128,25) 349
(128,25) (127,25) 148
(128,25) (129,25) 21
(129,25) (128,25) 95
(129,25) (130,25) 167
(130,25) (129,25) 182
(130,25) (131,25) 202
(131,25) (130,25) 458
(131,25) (132,25) 389
(132,25) (131,25) 394
(132,25) (133,25) 46
(133,25) (132,25) 2
(133,25) (134,25) 413
(134,25) (133,25) 118
(134,25) (135,25) 7
(135,25) (134,25) 256
(135,25) (136,25) 106
(136,25) (135,25) 467
(136,25) (137,25) 441
(137,25) (136,25) 370
(137,25) (138,25) 147
(138,25) (137,25) 430
(138,25) (139,25) 119
(139,25) (138,25) 34
(139,25) (140,25) 281
(140,25) (139,25) 205
(140,25) (141,25) 46
(141,25) (140,25) 336
(141,25) (142,25) 408
(142,25) (141,25) 380
(142,25) (143,25) 316
(143,25) (142,25) 238
(143,25) (144,25) 259
(144,25) (143,25) 326
(144,25) (145,25) 81
(145,25) (144,25) 56
(145,25) (146,25) 353
(146,25) (145,25) 148
(146,25) (147,25) 45
(147,25) (146,25) 332
(147,25) (148,25) 297
(148,25) (147,25) 260
(148,25) (149,25) 178
(149,25) (148,25) 423
(149,25) (150,25) 487
(150,25) (149,25) 302
(150,25) (151,25) 225
(151,25) (150,25) 286
(151,25) (152,25) 476
(152,25) (151,25) 488
(152,25) (153,25) 467
(153,25) (152,25) 301
(153,25) (154,25) 59
(154,25) (153,25) 9
(154,25) (155,25) 93
(155,25) (154,25) 373
(155,25) (156,25) 13
(156,25) (155,25) 385
(156,25) (157,25) 97
(157,25) (156,25) 413
(157,25) (158,25) 432
(158,25) (157,25) 71
(158,25) (159,25) 406
(159,25) (158,25) 103
(159,25) (160,25) 78
(160,25) (159,25) 292
(160,25) (161,25) 96
(161,25) (160,25) 81
(161,25) (162,25) 393
(162,25) (161,25) 140
(162,25) (163,25) 444
(163,25) (162,25) 349
(163,25) (164,25) 215
(164,25) (163,25) 171
(164,25) (165,25) 257
(165,25) (164,25) 145
(165,25) (166,25) 227
(166,25) (165,25) 22
(166,25) (167,25) 335
(167,25) (166,25) 15
(167,25) (168,25) 366
(168,25) (167,25) 275
(168,25) (169,25) 482
(169,25) (168,25) 137
(169,25) (170,25) 400
(170,25) (169,25) 191
(170,25) (171,25) 281
(171,25) (170,25) 397
(171,25) (172,25) 50
(172,25) (171,25) 336
(172,25) (173,25) 98
(173,25) (172,25) 249
(173,25) (174,25) 153
(174,25) (173,25) 396
(174,25) (175,25) 321
(175,25) (174,25) 406
(175,25) (176,25) 379
(176,25) (175,25) 273
(176,25) (177,25) 376
(177,25) (176,25) 62
(177,25) (178,25) 95
(178,25) (177,25) 210
(178,25) (179,25) 254
(179,25) (178,25) 244
(179,25) (180,25) 260
(180,25) (179,25) 246
(180,25) (181,25) 120
(181,25) (180,25) 124
(181,25) (182,25) 381
(182,25) (181,25) 220
(182,25) (183,25) 453
(183,25) (182,25) 492
(183,25) (184,25) 234
(184,25) (183,25) 84
(184,25) (185,25) 370
(185,25) (184,25) 235
(185,25) (186,25) 284
(186,25) (185,25) 414
(186,25) (187,25) 438
(187,25) (186,25) 213
(187,25) (188,25) 112
(188,25) (187,25) 289
(188,25) (189,25) 144
(189,25) (188,25) 20
(189,25) (190,25) 419
(190,25) (189,25) 161
(190,25) (191,25) 267
(191,25) (190,25) 170
(191,25) (192,25) 77
(192,25) (191,25) 394
(192,25) (193,25) 380
(193,25) (192,25) 211
(193,25) (194,25) 86
(194,25) (193,25) 130
(194,25) (195,25) 302
(195,25) (194,25) 485
(195,25) (196,25) 267
(196,25) (195,25) 130
(196,25) (197,25) 255
(197,25) (196,25) 427
(197,25) (198,25) 375
(198,25) (197,25) 306
(198,25) (199,25) 167
(199,25) (198,25) 72
(199,25) (200,25) 471
(200,25) (199,25) 194
(200,25) (201,25) 170
(201,25) (200,25) 159
(201,25) (202,25) 43
(202,25) (201,25) 296
(202,25) (203,25) 328
(203,25) (202,25) 101
(203,25) (204,25) 69
(204,25) (203,25) 349
(204,25) (205,25) 280
(205,25) (204,25) 349
(205,25) (206,25) 453
(206,25) (205,25) 440
(206,25) (207,25) 151
(207,25) (206,25) 219
(207,25) (208,25) 204
(208,25) (207,25) 215
(208,25) (209,25) 134
(209,25) (208,25) 475
(209,25) (210,25) 75
(210,25) (209,25) 116
(210,25) (211,25) 474
(211,25) (210,25) 189
(211,25) (212,25) 420
(212,25) (211,25) 203
(212,25) (213,25) 389
(213,25) (212,25) 120
(213,25) (214,25) 383
(214,25) (213,25) 83
(214,25) (215,25) 465
(215,25) (214,25) 480
(215,25) (216,25) 210
(216,25) (215,25) 462
(216,25) (217,25) 479
(217,25) (216,25) 333
(217,25) (218,25) 3
(218,25) (217,25) 459
(218,25) (219,25) 142
(219,25) (218,25) 178
(219,25) (220,25) 239
(220,25) (219,25) 291
(1,26) (2,26) 350
(2,26) (1,26) 34
(2,26) (3,26) 68
(3,26) (2,26) 240
(3,26) (4,26) 400
(4,26) (3,26) 198
(4,26) (5,26) 177
(5,26) (4,26) 19
(5,26) (6,26) 362
(6,26) (5,26) 172
(6,26) (7,26) 26
(7,26) (6,26) 404
(7,26) (8,26) 421
(8,26) (7,26) 476
(8,26) (9,26) 219
(9,26) (8,26) 80
(9,26) (10,26) 487
(10,26) (9,26) 417
(10,26) (11,26) 470
(11,26) (10,26) 463
(11,26) (12,26) 100
(12,26) (11,26) 419
(12,26) (13,26) 397
(13,26) (12,26) 348
(13,26) (14,26) 196
(14,26) (13,26) 321
(14,26) (15,26) 122
(15,26) (14,26) 398
(15,26) (16,26) 386
(16,26) (15,26) 315
(16,26) (17,26) 277
(17,26) (16,26) 361
(17,26) (18,26) 169
(18,26) (17,26) 485
(18,26) (19,26) 12
(19,26) (18,26) 38
(19,26) (20,26) 220
(20,26) (19,26) 54
(20,26) (21,26) 418
(21,26) (20,26) 11
(21,26) (22,26) 313
(22,26) (21,26) 488
(22,26) (23,26) 207
(23,26) (22,26) 411
(23,26) (24,26) 427
(24,26) (23,26) 104
(24,26) (25,26) 465
(25,26) (24,26) 154
(25,26) (26,26) 72
(26,26) (25,26) 332
(26,26) (27,26) 180
(27,26) (26,26) 98
(27,26) (28,26) 374
(28,26) (27,26) 138
(28,26) (29,26) 223
(29,26) (28,26) 447
(29,26) (30,26) 334
(30,26) (29,26) 3
(30,26) (31,26) 109
(31,26) (30,26) 117
(31,26) (32,26) 159
(32,26) (31,26) 180
(32,26) (33,26) 115
(33,26) (32,26) 164
(33,26) (34,26) 141
(34,26) (33,26) 372
(34,26) (35,26) 317
(35,26) (34,26) 288
(35,26) (36,26) 126
(36,26) (35,26) 388
(36,26) (37,26) 314
(37,26) (36,26) 19
(37,26) (38,26) 115
(38,26) (37,26) 260
(38,26) (39,26) 174
(39,26) (38,26) 116
(39,26) (40,26) 160
(40,26) (39,26) 256
(40,26) (41,26) 489
(41,26) (40,26) 477
(41,26) (42,26) 425
(42,26) (41,26) 31
(42,26) (43,26) 280
(43,26) (42,26) 293
(43,26) (44,26) 404
(44,26) (43,26) 60
(44,26) (45,26) 364
(45,26) (44,26) 56
(45,26) (46,26) 320
(46,26) (45,26) 62
(46,26) (47,26) 176
(47,26) (46,26) 321
(47,26) (48,26) 257
(48,26) (47,26) 482
(48,26) (49,26) 334
(49,26) (48,26) 179
(49,26) (50,26) 11
(50,26) (49,26) 405
